RefID,RecordLastUpdated,Operator,SiteName,TechnologyType,InstalledCapacity,TurbineCapacity,No.ofTurbines,HeightofTurbines,DevelopmentStatus,Address,County,Region,Country,PostCode,X-coordinate,Y-coordinate,Operational,Name,Model,Owner
4686,06/05/2009,Foresight Group,North Pickenham,Wind Onshore,14.4,1.8,8,,Operational,"near Hempnall
South Norfolk",Norfolk,Eastern,England,,585000,307000,01/10/2006,,,
4687,04/10/2017,Fred Olsen Renewables,Paul's Hill and Extension,Wind Onshore,65,2.3,28,,Operational,"Paul's Hill, Bowlingalloch, Moray, (area is also known as Ballindalloch)
(14km west of Charlestown, 13km north of Granthon on Spey)",Grampian,Scotland,Scotland,,311500,840500,01/04/2006,Paul's Hill,Bonus B2300,Fred Olsen Renewables Ltd
4688,05/01/2015,Greencoat UK Wind,Tappaghan Extension,Wind Onshore,9,1.5,6,,Operational,"Lack, Tappaghan Mountains, Northern Ireland",Co. Fermanagh,Northern Ireland,Northern Ireland,,31856,531807,01/07/2009,Tappaghan Mountain,GE 1.5s,Airtricity
4689,16/08/2012,Munich Re (previously Windjen Power Ltd),Tir Mostyn And Foel Goch Wind Farm,Wind Onshore,21.3,0.85,25,,Operational,"Nantglyn, Denbighshire",Clwyd,Wales,Wales,,300300,358800,01/06/2005,Tir Mostyn & Foel Goch,Gamesa G52,HgCapital
4690,04/07/2017,Cumbria Wind Farms,Trimdon Grange,Wind Onshore,5.2,1.3,4,,Operational,"Trimdon Grange, County Durham",County Durham,North East,England,,436000,536300,10/07/2008,,,
4691,23/10/2009,Wind Prospect / Community Windpower,Wardlaw Wood,Wind Onshore,18,3,6,,Operational,"Dalry
Ayrshire",Strathclyde,Scotland,Scotland,,224900,651200,01/03/2006,,,
4747,24/04/2017,Southrigg WT,Southrigg,Wind Onshore,1.5,1.5,1,125,Operational,"Southrigg Farm, Bathgate",North Lanarkshire,Scotland,Scotland,EH48 3AW,291875,665563,01/10/2016,,,
4790,22/01/2019,Kingspan,Kingspan,Wind Onshore,1.8,0.9,2,78,Operational,"Kingspan Ltd, 2-4 Bagillt Road, Greenfield, Holywell",Flintshire,Wales,Wales,CH8 7GJ,320053,377640,11/01/2019,,,
4892,27/03/2017,Farm Energy Consulting,Gawnsmoss Cluster,Wind Onshore,2.4,0.8,3,79,Operational,Site at Cairnhill Banff,Aberdeen,Scotland,Scotland,AB45 3BS,363483,859316,27/03/2017,,,
4908,05/01/2015,AWE Renewables,Quarrendon Fields,Wind Onshore,1.5,1.5,1,144,Operational,"Quarrendon Fields, Aylesbury",Buckinghamshire,South East,England,HP18 0PT,480288,216618,18/12/2014,,,
4917,18/04/2017,Redpath Energy,Newstead and Annesley Wind Turbine,Wind Onshore,1.5,1.5,1,126,Operational,"Newstead and Annesley Country Park, Tilford Road, Newstead",Nottinghamshire,East Midlands,England,NG15 0BT,452500,353400,01/12/2016,,,
4976,10/02/2015,Thames Water Utilities,Beckton Sewage Treatment Works,Wind Onshore,2.2,1,2,64,Operational,"Beckton Sewage Works, Jenkins Lane, Barking",London,London,England,IG11 0AD,544385,182797,12/11/2014,,,
4995,21/06/2017,Seneca Global Energy,Melton Waste Park,Wind Onshore,5,2.5,2,117,Operational,"Land South West Of Melton Waste, Gibson Lane, Melton, North Ferriby, ",Humberside,Yorkshire and Humber,England,HU14 3HH,496867,425532,01/03/2017,,,
5187,02/10/2018,The Energy Workshop,Hill of Lybster (Wind Turbine - Extension),Wind Onshore,1.5,1.5,1,100,Operational,"Land 200M N Of, 3 Lybster Road, Forss, Thurso, Highlands",Highland,Scotland,Scotland,KW14 7YA,302481,969366,12/04/2021,"Forss, Hill of Lybster",Bonus,-
5277,24/04/2017,Infinergy/ Muirhall Energy,Burton Wold Wind Farm South,Wind Onshore,7.5,2.75,3,137,Operational,"Land at Glendon Farm, Burton Latimer, Kettering",Northamptonshire,East Midlands,England,NN15 5,491602,273681,24/04/2017,,,
5555,24/10/2016,Associated British Ports,ANP Newport Wind Turbine,Wind Onshore,2.3,2.3,2,126,Operational,"Land To South Of South Dock, Alexandra Docks, And Adjacent to River Usk, East Way Road",Gwent,Wales,Wales,NP20 2UW,332583,184564,15/08/2016,,,
5598,21/11/2018,CGNEE,Brenig Wind Farm,Wind Onshore,37.6,3,16,110,Operational,"Land east of Llyn Brenig, Nantglyn, Denbigh,",Denbighshire,Wales,Wales,,299481,357920,15/10/2018,,,
5637,02/12/2019,Mongoose (formerly Energy Law Unlimited/ Pogbie Windfarm),Pogbie Wind Farm 2,Wind Onshore,4.8,0.8,6,74,Operational,"Humbie, Lothian",East Lothian,Scotland,Scotland,EH36 5PN,347360,661013,01/03/2019,,,
6033,15/01/2018,Clean Earth Energy,Bodtegir,Wind Onshore,1.5,1.5,1,100,Operational,"Land at Bodtegir, part of the, Mwdwl Eithin, Nant Bach Wind Farm On Land At, Corwen",Clwyd,Wales,Wales,LL21 9AB,299554,347741,01/11/2017,,,
6079,20/09/2018,Infinite Renewables,West of Rhiwfelin Fach Farm,Wind Onshore,1.5,1.5,1,116,Operational,"Land to the West of, Rhiwfelin Fach Farm, Llantrisant, Heol Sticil-Y-Beddau, Pontyclun",Mid Glamorgan,Wales,Wales,CF72 8LQ,303640,185362,31/08/2018,,,
6106,18/08/2016,Green Cat Renewables ,Marshill Farm,Wind Onshore,1.5,1.5,1,119,Operational,"Farmland to the West of, Draffan Road, Draffanmarshill Farm, Lanark, Strathclyde",South Lanarkshire,Scotland,Scotland,ML11 9PW,278551,645431,01/08/2015,,,
6173,28/07/2016,WhiteRock Energy,Woodlands Wind Farm,Wind Onshore,2.6,0.85,3,70,Operational,"Woodlands Farm, Lesmahagow, Lanark",South Lanarkshire,Scotland,Scotland,ML11 0HQ,279826,639404,28/07/2016,,,
6293,23/05/2019,Clean Earth Energy,Accolade Wines,Wind Onshore,2.5,1.5,1,130,Operational,"Accolade Wines, Kings Weston Lane, Avonmouth, Bristol, Avon",Avon,South West,England,BS11 9FG,352283,180011,15/06/2019,,,
6318,16/06/2017,Clean Earth Energy,Craigannet Farm Wind Turbine,Wind Onshore,1.5,1.5,1,,Operational,Land Some 1600 Metres North West Of Craigannet Farm Fintry,Stirling,Scotland,Scotland,,271250,685550,31/03/2017,,,
6388,04/05/2017,CBK Galbraith,Ferneylea Farm,Wind Onshore,1.5,0.75,2,71,Operational,"Ferneylea Farm, Cockburnspath",East Lothian,Scotland,Scotland,TD13 5YN,373982,669162,01/01/2015,,,
6636,04/06/2018,Renewable Energy Systems (RES),Forss Wind Farm,Wind Onshore,2.6,1.3,2,99,Operational,Wind Turbine Ex Navy Base Forss Dounreay Thurso Caithness,Highland,Scotland,Scotland,KW14 7YB,302000,969500,01/07/2003,Forss Extension,Siemens SWT-1.3,-
7312,11/01/2022,Keele University,The Low Carbon Energy Generation Project at Keele University,Wind Onshore,1.9,1,2,77,Operational,"Land Adj To Springpool Wood, Keele, Newcastle-Under-Lyme",Staffordshire,West Midlands,England,ST5 5BW,381909,344989,01/09/2021,,,
7562,23/09/2020,Statkraft UK,Windy Rig Wind Farm,Wind Onshore,43,3,12,125,Operational,"Carsphairn, Castle Douglas,",Dumfries and Galloway,Scotland,Scotland,DG7 3,261700,600000,10/01/2022,Windy Standard,Nordtank NTK600,Innogy
7588,19/12/2019,Cornwall Council,Land near Ventonteague,Wind Onshore,2.3,2.3,1,99,Operational,"Land Off Ventonteague, St. Allen, Truro, ",Cornwall,South West,England,TR4 9QX,182586,51229,22/07/2020,,,
8046,07/02/2021,Ventus Renewables,Lower Rumster wind turbine,Wind Onshore,0.2,0.05,3,35,Operational,"Land At Lower Rumster, Lybster, ",Highland,Scotland,Scotland,KW3 6BX,321714,936327,26/06/2021,,,
11259,16/05/2022,Resilient Energy Mounteneys Renewables,Mounteneys and Cherry Rock Wind Turbines,Wind Onshore,1,0.5,2,77,Operational,"Wickwar Road, Kingswood, Wotton Under Edge",Gloucestershire,South West,England,GL12 8JX,373296,189365,01/03/2017,,,
