RefID,RecordLastUpdated,Operator,SiteName,TechnologyType,InstalledCapacity,TurbineCapacity,No.ofTurbines,HeightofTurbines,DevelopmentStatus,Address,County,Region,Country,PostCode,X-coordinate,Y-coordinate,Operational,Name,Model,Owner
4084,28/07/2016,Blue Energy,Kelmarsh Wind Farm (Resubmission),Wind Onshore,12.5,2.5,5,,Operational,"Land To The South Of The A14 And North Of Haselbech, Kelmarsh, Northamptonshire",Northamptonshire,East Midlands,England,,470868,278823,01/07/2016,,,
4085,29/06/2015,Capital Dynamics,Torrance Farm Wind Park Extension,Wind Onshore,5.7,3,2,,Operational,NETHERTON FARM Westcraigs Road Harthill Shotts North Lanarkshire ,Strathclyde,Scotland,Scotland,ML7 5TT,290908,666200,18/06/2015,,,
4088,19/04/2016,Collier Quarrying Group,Goathill Quarry Turbine,Wind Onshore,2,2,1,,Operational,Goathill Quarry Easter Bucklyvie Cowdenbeath Fife,Fife,Scotland,Scotland,KY4 8ES,317941,688959,27/12/2015,,,
4093,27/07/2015,Clenergy,Skeddoway Farm Wind Turbine,Wind Onshore,1.5,1.5,1,,Operational,Skeddoway Farm Strathore Road Strathore Thornton ,Fife,Scotland,Scotland,,328104,697699,01/12/2014,,,
4094,04/05/2017,Capital Dynamics,Middle Balbeggie Wind Turbines,Wind Onshore,6.4,3.2,2,,Operational,Land Surrounding Middle Balbeggie Balbeggie Avenue Balbeggie Thornton Fife,Fife,Scotland,Scotland,,327760,696279,20/11/2016,,,
4097,04/03/2016,Temporis Capital,Upper Holton Wind Farm,Wind Onshore,11.5,2.3,5,,Operational,"Wind Farm, Upper Holton, Holton, Suffolk",Suffolk,Eastern,England,,640495,280140,26/02/2016,,,
4104,24/06/2014,The Renewables Infrastructure Group (TRIG),Tallentire Hill,Wind Onshore,12,2,6,,Operational,"Hill Farm, Cockermouth, Cumbria. CA13 0PY",Cumbria,North West,England,,312500,535500,09/07/2013,,,
4107,27/11/2018,Energia ,Pollnalaght (Cornavarrow),Wind Onshore,38.4,3.2,12,,Operational,"Pollnalaght, Drumquin, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,48480,532854,15/06/2018,,,
4108,24/08/2017,Seegronan Windfarm,Seegronan,Wind Onshore,13.8,2.3,6,,Operational,"Killeter, Strabane, Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,122608,534966,15/08/2016,,,
4109,24/06/2014,The Renewables Infrastructure Group (TRIG),Meikle Carewe,Wind Onshore,10,0.85,12,,Operational,"Rickarton Farms, Stonehaven, ",Grampian,Scotland,Scotland,,383200,792000,30/07/2013,,,
4110,03/04/2018,Statkraft UK,Andershaw,Wind Onshore,36,2.5,14,,Operational,Andershaw Forest South of Douglas,Strathclyde,Scotland,Scotland,ML11 0SQ,283500,625500,02/11/2016,,,
4111,04/01/2017,Energia Renewables,Eshmore,Wind Onshore,6.9,2.3,3,,Operational,"Crockanavark, Eshmore and Altaglushan Townlands , Galbally, Dungannon. Co Tyrone",Co. Tyrone,Northern Ireland,Northern Ireland,,80500,528499,22/12/2016,,,
4112,18/04/2019,Renewable Energy Systems (RES),Castlecraig,Wind Onshore,25,2.5,10,,Operational,"Castlecraig (Slieve Glass) in Castlecraig, Sloughan, Killoan and Curraghmacall townlands. The proposed site is approximately 5 km south of Killen and 5 km west of Drumquin beside Lough Hill.",Co. Tyrone,Northern Ireland,Northern Ireland,,39597,540549,15/08/2018,,,
4113,02/12/2014,Wind Direct,East Midlands Airport,Wind Onshore,1,0.25,4,,Operational,"Castle Donington, Leicestershire",Leicestershire,East Midlands,England,,444390,325610,10/05/2011,,,
4114,26/06/2014,Greencoat UK Wind/Bay Wa .r.e/ SunGift,Kildrummy Windfarm,Wind Onshore,18.4,2.3,8,,Operational,"Clashnarae Hill, Kildrummy, Alford",Grampian,Scotland,Scotland,,357655,815170,14/02/2013,,,
4116,19/04/2017,Airvolution Energy,Airfield Farm (Podington),Wind Onshore,8.6,2,3,,Operational,"Airfield Farm, adjacent to Santa Pod raceway, Podington, Wellingborough",Bedfordshire,Eastern,England,NN29 7XA,495095,260698,15/02/2017,,,
4118,27/11/2017,Scottish and Southern Energy (SSE),Dunmaglass Wind Farm,Wind Onshore,94,3,33,,Operational,"Dunmaglass, Highlands, SW of Inverness",Highland,Scotland,Scotland,,264000,820120,13/09/2016,,,
4119,02/07/2014,Scottish Power Renewables,Harestanes,Wind Onshore,136,2,68,,Operational,Mofatt Village Dumfries and Galloway,Dumfries and Galloway,Scotland,Scotland,,300000,595000,01/07/2014,,,
4120,02/01/2020,EDF Energy Renewables,Corriemoillie,Wind Onshore,54.4,3.2,17,125,Operational,Garve,Highland,Scotland,Scotland,,234700,867700,26/04/2017,,,
4121,18/01/2016,Greencoat UK Wind,Hill of Stroupster Windfarm,Wind Onshore,29.9,2.5,12,,Operational,"Stroupster, Caithness",Highland,Scotland,Scotland,,334250,966250,03/12/2015,"Forss, Hill of Lybster",Bonus,-
4122,03/11/2015,RWE npower,Burn of Whilk,Wind Onshore,22.5,2.5,9,,Operational,"Burn of Whilk
Hill of Yarrows
Caithness",Highland,Scotland,Scotland,,329650,941550,07/08/2015,,,
4123,05/01/2015,Eneco,Lochluichart,Wind Onshore,51,3,17,,Operational,"Loch Luichart, Garve",Highland,Scotland,Scotland,,232030,866235,14/05/2014,,,
4124,27/02/2017,Scottish and Southern Energy (SSE),Tievenameenta,Wind Onshore,34.5,2.3,15,,Operational,"Tievenameenta, Co Tyrone (townlands of Crigshane, Ballymongan, Shanaghy, Tievenameenta, Crighdenis)",Co. Tyrone,Northern Ireland,Northern Ireland,,40010,548802,15/02/2017,,,
4125,29/02/2016,Wind Prospect Developments/ EDF,Burnhead,Wind Onshore,26,2,13,,Operational,"S/Of Stoneridge, Falkirk, ",Stirling,Scotland,Scotland,,289158,670199,29/02/2016,,,
4133,03/09/2020,Frank A Smart & Son Ltd,Easter Tolmauds,Wind Onshore,1.6,0.8,2,,Operational,"Easter Tolmauds, Torphins, Banchory, Grampian",Grampian,Scotland,Scotland,AB31 4PP,362478,807524,15/10/2016,,,
4138,26/06/2014,Greencoat UK Wind,Maerdy,Wind Onshore,24,3,8,,Operational,"land NW of Maerdy and NE of Treherbert, Rhigos",Mid Glamorgan,Wales,Wales,CF44 9UF,295189,200983,31/08/2013,,,
4139,04/05/2017,Altamuskin Windfarm (Energia),Altamuskin,Wind Onshore,7.1,2.35,3,110,Operational,"Altamooskan (Altamuskin) TD, Sixmilecross, Omagh, Co. Tyrone.",Co. Tyrone,Northern Ireland,Northern Ireland,,70474,526049,15/03/2017,,,
4140,23/07/2015,Private Developer,Woodlands Barton Wind Project,Wind Onshore,4.6,2.3,2,,Operational,Nr Roche St Austell Cornwall,Cornwall,South West,England,,200211,62170,01/09/2014,,,
4141,21/07/2014,,Westnewton,Wind Onshore,6.2,2.05,3,,Operational,"Warwick Hall Farm, Westnewton, Cumbria. CA7 3PF",Cumbria,North West,England,,313505,543564,01/05/2014,,,
4142,03/01/2017,Gaelectric Developments/ CGN Europe Energy,Windyhill Road (Dunbeg) Wind Farm,Wind Onshore,42,3,14,,Operational,"Picnic Area, Dunbeg Townland, Limavady, Co Londonderry. BT45",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,88128,587145,14/11/2014,,,
4143,03/01/2017,Gaelectric Developments/ CGN Europe Energy,Cloonty Wind Farm,Wind Onshore,12,3,4,,Operational,"122 Castlecat Road Derry Keighan, Cloonty Townland, Ballymoney, Co Antrim. BT53 8AP",Co. Antrim,Northern Ireland,Northern Ireland,,119820,589284,15/08/2016,,,
4151,30/10/2018,DW Consultancy,Curraghamulkin (Dooish Wind Farm),Wind Onshore,30,3,10,130,Operational,"Coolavannagh TD, Curraghmulkin TD, Dooish TD, Drumquin",Co. Tyrone,Northern Ireland,Northern Ireland,,43843,534280,15/07/2018,,,
4152,27/11/2018,Energia ,Teiges,Wind Onshore,11,2.2,5,,Operational,"Eshnanumera and Eshnasillog More townlands (adjacent to Lisnaskea Forest), Brookeborough TD, Co. Fermanagh",Co. Fermanagh,Northern Ireland,Northern Ireland,,48958,503174,19/07/2018,,,
4155,03/01/2017,Gaelectric Developments/ CGN Europe Energy,Monnaboy Wind Farm,Wind Onshore,12,2.5,4,,Operational,"on land located east of 62 Monnaboy Road, Greysteel",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT47 3HP,71649,577014,15/11/2015,,,
4156,28/07/2017,Brookfield Renewable Energy Group,Crockandun,Wind Onshore,15,2.5,6,,Operational,"approximately 450m west south-west of junction of Cullion Road and Drumard Road, Draperstown, Magherafelt.",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,BT45 5NR,92983,548733,09/03/2017,,,
4157,02/10/2018,Scottish Power Renewables,Hare Hill Extension,Wind Onshore,29.8,0.85,35,,Operational,"New Cumnock, East Ayreshire",Strathclyde,Scotland,Scotland,,265320,609703,15/09/2016,Hare Hill,Vestas V47,ScottishPower
4159,05/01/2015,Bristol Port Company,Avonmouth Port - extension,Wind Onshore,9,3,3,,Operational,"St Andrews House, St Andrew's Rd, Avonmouth, Bristol, Avon",Avon,South West,England,BS11 9DQ,351593,178451,01/04/2014,,,
4163,20/01/2015,EDF,Barmoor South Wind Farm,Wind Onshore,13.8,2.3,6,,Operational,Between Ford And Lowick Bowsden Berwick-upon-Tweed ,Northumberland,North East,England,,398519,638193,19/01/2015,,,
4164,16/08/2016,Blue Energy,Winwick,Wind Onshore,12.3,2.3,6,,Operational,"Land To North and West Of Winwick Warren, Cold Ashby Road, Winwick, Northampton, Northamptonshire, NN6",Northamptonshire,East Midlands,England,,463950,274602,30/06/2016,,,
4167,03/10/2016,Infinis (formerly Novera Energy),Sisters,Wind Onshore,8.2,2.05,4,,Operational,"west of Widdrington, approximately 8km north of Ashington, Northumberland",Northumberland,North East,England,,424367,595143,30/07/2016,,,
4168,16/02/2015,Airvolution Energy,East Youlstone Wind Farm,Wind Onshore,4,2,2,,Operational,"East Youlstone, Devon",Devon,South West,England,,228127,115941,15/02/2015,,,
4170,07/05/2015,SAC Environment And Design,Hill of Skilmafilly Cloffrickford (Denmore) Wind Farm,Wind Onshore,6.9,2.3,3,,Operational,"Auchnagatt, Ellon, AB41 8YD",Grampian,Scotland,Scotland,,390213,840362,16/02/2015,Hill of Skelmonae,Enercon E48,-
4174,05/05/2015,Banks Renewables,Heysham South Wind Farm,Wind Onshore,7.5,2.5,3,,Operational,"Lancaster Morecambe Bypass, Heaton With Oxcliffe, Lancashire",Lancashire,North West,England,,343444,460153,24/04/2015,,,
4175,30/11/2016,Aviva,Woolley Hill Wind Farm,Wind Onshore,10,2.3,4,,Operational,"North of the A14, between the villages of Ellington & Woolley",Cambridgeshire,Eastern,England,,515374,272655,30/04/2014,,,
4177,04/06/2020,Baywind Co-op & Energy4All & Belltown Power,Furness Wind Farm/High Winds (Harlock Repowering),Wind Onshore,11.5,2.3,5,,Operational,"Standish Cote & Mean Moor, Pennington, Marton & Harlock Hill, Ulverston, Cumbria",Cumbria,North West,England,LA12 0,325251,479875,17/11/2016,,,
4178,01/06/2018,Scottish and Southern Energy (SSE)/ GIB,Clyde Wind Farm Extension (Clyde 2),Wind Onshore,172.8,3.2,54,,Operational,"Upper Clyde Valley, surrounding Camps Reservoir",Strathclyde,Scotland,Scotland,,302328,624463,15/08/2017,Hagshaw Hill Extension,Siemens SWT-1.3,ScottishPower
4179,04/04/2017,NTR PLC,Quixwood Moor,Wind Onshore,29.9,2.3,13,,Operational,Scottish Borders,Borders,Scotland,Scotland,,378028,663859,09/03/2017,,,
4184,26/11/2018,Fyne Futures,Auchadaduie Wind Farm,Wind Onshore,6.9,2.3,3,,Operational,Land South Of Auchadaduie Barr Glen Glenbarr Kintyre,Strathclyde,Scotland,Scotland,,169193,633969,21/11/2018,,,
4193,18/04/2017,REG Windpower,Mynydd Brombil Wind Farm,Wind Onshore,8,2,4,,Operational,"Brombil, Port Talbot",Neath Port Talbot,Wales,Wales,,279141,188569,15/01/2017,,,
4194,18/04/2017,REG Windpower,Mynydd Portref Wind Farm extension,Wind Onshore,12,2,6,,Operational,,Mid Glamorgan,Wales,Wales,,299608,185606,01/03/2017,,,
4196,29/05/2015,Renewable Energy Systems (RES),Longlands Lane,Wind Onshore,1.5,1.5,1,,Operational,"Longlands Lane, Margam, 
nr junction 38 of the M4.",Gwent,Wales,Wales,,278940,186385,01/12/2014,,,
4200,12/04/2021,BayWa r.e. (formerly Forsa),Inverclyde Wind Farm (Corlic Hill),Wind Onshore,24,3,8,,Operational,"Corlic Hill, near Greenock & Port Glasgow",Strathclyde,Scotland,Scotland,,229563,672854,20/02/2021,,,
4206,23/01/2017,Longcliffe Quarries,Ryder Point Quarry Wind Turbines,Wind Onshore,5,2.5,2,,Operational,Ryder Point Quarry North Of Manystones Lane Brassington Derbyshire,Derbyshire,East Midlands,England,,425455,355000,15/12/2015,,,
4210,21/12/2015,John Laing Environmental Assets Group,Burton Wold Wind Farm - Northern Extension,Wind Onshore,14.4,1.6,9,,Operational,"Burton Wold Wind Farm, Wold Road, Burton Latimer",Northamptonshire,East Midlands,England,NN15 5PU,491902,274577,01/08/2014,,,
4211,02/05/2017,EDF Energy Renewables,Pearie Law Wind Farm,Wind Onshore,19.2,3.2,6,,Operational,"Pearie Law, West Calder, West Lothian, EH55",Lothian,Scotland,Scotland,,302205,659690,01/12/2016,,,
4215,01/06/2018,Fred Olsen Renewables,Crystal Rig Wind Farm Phase III,Wind Onshore,13.8,2.3,6,,Operational,"Crystal Rigg Wind Farm, Cranshaws Duns, Scottish Borders",Borders,Scotland,Scotland,TD11 3SR,366700,670500,22/12/2016,Crystal Rig2 & 2a,Siemens SWT-2.3,Fred Olsen Renewables Ltd
4218,01/02/2018,Green Breeze Energy Ltd,Drumduff,Wind Onshore,8.5,2.83,3,,Operational,"DRUMDUFF, BLACKRIDGE",Lothian,Scotland,Scotland,,288877,669339,11/07/2017,,,
4223,29/02/2016,EDF/Wind Prospect,Rhodders Wind Farm,Wind Onshore,12,2,6,,Operational,Site West Of Burnfoot Hill Tillicoultry Clackmannanshire,Clackmannanshire,Scotland,Scotland,FK13 6A,289525,702720,29/02/2016,Rhodders,Senvion MM82,-
4225,04/06/2018,Gresham House,Harburnhead Wind Farm,Wind Onshore,51.7,3,22,126,Operational,"West Calder, West Lothian",Lothian,Scotland,Scotland,,304070,658330,01/12/2016,,,
4227,03/10/2017,Temporis Capital,Dunsland Cross Wind Farm,Wind Onshore,7.5,3,3,,Operational,Land At Dunsland Cross South Of Brandis Corner Holsworthy Devon EX22 7YH,Devon,South West,England,,240884,103359,08/03/2017,,,
4233,04/01/2017,Capital Dynamics,Potato Pot Wind Farm,Wind Onshore,6,2,3,,Operational,"Land at
Potato Pot
Branthwaite
Workington
Cumbria",Cumbria,North West,England,,303000,524100,15/09/2016,,,
4235,04/04/2017,Community Windpower,Millour Hill Community Windfarm (Extension),Wind Onshore,6.4,3.2,2,,Operational,Site To North Of Baidland Hill Dalry Ayrshire,Strathclyde,Scotland,Scotland,,225498,652662,31/03/2016,Millour Hill Extension,Siemens Direct Drive,Community Windpower
4240,05/01/2015,West Coast Energy,Blantyre Muir Wind Farm extension,Wind Onshore,7.5,2.5,3,,Operational,Near Laigh Muirhouses Farm Muttonhole Road Hamilton ,Strathclyde,Scotland,Scotland,,268888,651781,15/01/2014,,,
4244,23/07/2019,EDF Energy Renewables/ Infinergy,Dorenell Wind Farm (Previously Site A and B Scaut Hill),Wind Onshore,177,3,59,126,Operational,"Glenlivet Estate, Dufftown, Speyside,  Moray",Grampian,Scotland,Scotland,,332000,829500,15/09/2018,,,
4245,03/07/2017,Gaelectric Developments/ CGN Europe Energy,Inishative,Wind Onshore,13.8,2.3,6,,Operational,"Inishative Road, Sixmilecross, Omagh (Slievebeg. Land between Ballygawley and Pomeroy, approximately 1.5km north of Altmore Forest, Townland of Inishative)",Co. Tyrone,Northern Ireland,Northern Ireland,,76324,530621,13/03/2017,,,
4246,31/05/2017,Gaelectric Developments/ CGN Europe Energy,Corby Knowe,Wind Onshore,5,1.6,3,,Operational,"Tardee Mountain, 7km North East of Antrim and 4km South East of Kells",Co. Antrim,Northern Ireland,Northern Ireland,,131529,551929,31/05/2017,,,
4247,31/05/2016,Falck Renewables,Earlsburn North (Kingsburn) Wind Farm,Wind Onshore,22.5,2.5,9,,Operational,"Earlsburn, Gargunnock Hills",Stirling,Scotland,Scotland,,268000,690500,30/05/2016,Earlsburn,Nordex N80,Falck Renewables
4248,15/02/2016,Renewable Energy Systems (RES),Wryde Croft,Wind Onshore,26,2,13,100,Operational,"Nutsgrove, South of Thorney.",Cambridgeshire,Eastern,England,,533235,306756,20/02/2016,,,
4249,03/04/2018,Greencoat,Brockaghboy Wind Farm,Wind Onshore,37.5,2.5,15,,Operational,"Land approximately 750m South East of Dowlin's Bridge, Drumbane Road, Garvagh, Coleraine, BT 51 5DR",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,95250,575500,01/09/2017,,,
4250,24/04/2015,Blue Energy,Wandylaw,Wind Onshore,20.5,1.95,10,,Operational,"The Ellingham Estate, 3.5km West of the Village of Ellingham",Northumberland,North East,England,,414989,625121,30/07/2013,,,
4253,22/04/2016,Scottish Power Renewables,Black Law Extension - 1a,Wind Onshore,48.4,1.67,29,,Operational,"Black Law, Climpy",Strathclyde,Scotland,Scotland,,289500,653500,18/02/2016,Black Law Phase I,Siemens SWT-2.3,ScottishPower
4255,26/04/2017,Golden Square Energy,Crockbaravally Wind Farm,Wind Onshore,7.5,2.5,3,,Operational,"Whitebridge Road
Sixmilecross, Co. Tyrone
BT79 9EH",Co. Tyrone,Northern Ireland,Northern Ireland,,73750,529250,24/02/2017,,,
4256,20/04/2017,Greencoat UK (formerly BayWa r.e.),Bishopthorpe,Wind Onshore,16.4,2,8,115,Operational,"Bishopthorpe Farm, Bishopthorpe, Tetney, Grimsby, Humberside",Lincolnshire,East Midlands,England,,532679,403330,30/01/2017,,,
4260,27/02/2015,Scottish and Southern Energy (SSE),Keadby Wind Farm,Wind Onshore,68,2,34,,Operational,"Near Teadby
Near Scunthorpe
Lincolnshire",Humberside,Yorkshire and Humber,England,,481890,413515,26/02/2015,,,
4261,21/07/2014,Statkraft,Berry Burn,Wind Onshore,66.7,2.3,29,,Operational,"Adjacent to Paul's Hill Site
Altyre Estate
BallindalF",Grampian,Scotland,Scotland,,311550,840550,30/05/2014,,,
4262,02/10/2018,InfraRed Capital Partners/ E.on,Afton Wind Farm,Wind Onshore,50,2.75,25,120,Operational,To the south west of New Cumnock adjacent to Afton reservoir,Strathclyde,Scotland,Scotland,,262100,604100,15/02/2018,,,
4263,31/10/2017,BlackRock (formerly Muirhall Energy),Tormywheel,Wind Onshore,30.8,2.6,15,,Operational,Fauldhouse,Lothian,Scotland,Scotland,,295290,658102,17/03/2017,,,
4264,30/06/2017,ESB (Northern Wind Power),Eglish Mountain,Wind Onshore,13.8,2.3,6,,Operational,"Eglish Mountain in the townlands of Ballyartan and Glenlough (Co. Derry) and Ballyneaner (Co. Tyrone), accessing onto Ballyartan Road, Killaloo, Londonderry BT47 3TA",Co. Tyrone,Northern Ireland,Northern Ireland,,65774,566796,13/01/2017,,,
4266,30/11/2016,Aviva,Den Brook,Wind Onshore,18,2,9,,Operational,"Den Brook,
West Devon",Devon,South West,England,,268500,99500,17/11/2016,,,
4269,12/12/2016,Scottish Power Renewables,Dersalloch,Wind Onshore,69,3,23,,Operational,Dersalloch Hill,Strathclyde,Scotland,Scotland,,242150,603950,15/08/2016,,,
4272,27/01/2017,Point Power & Energy Ltd / SgurrEnergy,Point Wind / Beinn Ghrideag Farm,Wind Onshore,9,3,3,,Operational,Point Wind Farm Pentland Road To Achmore Achmore Isle Of Lewis,Western Isles,Scotland,Scotland,,136899,933106,17/07/2015,,,
4281,17/03/2016,Muirhall Energy,Muirhall South,Wind Onshore,8.3,3.2,3,147,Operational,"Stellashaw Moss, South Lanarkshire",Strathclyde,Scotland,Scotland,,299342,652838,17/03/2016,,,
4295,02/02/2017,Arnold White Estates (AWE Renewables),Double Arches Quarry Wind Turbine,Wind Onshore,1.5,1.5,1,,Operational,Double Arches Quarry Eastern Way Heath And Reach Leighton Buzzard LU7 9LF,Bedfordshire,Eastern,England,LU7 9LF,493952,229038,18/12/2014,,,
4299,19/05/2017,Wind Harvest,Lochend Wind Farm,Wind Onshore,9.2,2.3,4,,Operational,Land 978M SE Of 2 Lochend Holding Barrock,Highland,Scotland,Scotland,,326691,968145,15/05/2017,,,
4316,29/05/2018,REG Windpower/ BlackRock,Hallburn Farm,Wind Onshore,13.2,2.2,6,,Operational,"Land at Hallburn Farm, Hallburn, Longtown, Carlisle, ",Cumbria,North West,England,,341558,568718,15/02/2018,,,
4320,30/08/2017,ESB (Northern Wind Power),Crockdun,Wind Onshore,12.5,2.5,5,,Operational,"214 Loughmacrory Road, Crockdun, Sixmilecross, Omagh, Co. Tyrone.",Co. Tyrone,Northern Ireland,Northern Ireland,,73770,531027,14/07/2017,,,
4321,18/05/2015,Coal Clough Wind Farm,Coal Clough Wind Farm Repowering,Wind Onshore,16,2,8,,Operational,"Coal Clough Wind Farm,The Long Causeway, Burnley ",Lancashire,North West,England,,390207,428154,01/05/2015,Coal Clough,Vestas WD34,"ScottishPower, SWEB, RES"
4325,19/12/2017,Tyrone Wind Energy Ltd,Shantavny Scotch,Wind Onshore,16.1,2,7,,Operational,"Omagh Road, Ballygawley Co. Tyrone ",Co. Tyrone,Northern Ireland,Northern Ireland,BT70 2DL,70407,520962,16/03/2017,,,
4326,01/05/2018,Foresight,Shepham Lane,Wind Onshore,7.5,2.5,3,,Operational,"Land off Shepham Lane, North of A27, Polegate",East Sussex,South East,England,BN24 5BT,560023,105784,12/01/2017,,,
4327,20/08/2014,West Coast Energy,Sober Hill Wind Farm,Wind Onshore,15,2.5,6,,Operational,Land North Of Sober Hill Farm Stoneknowle Hill North Newbald ,Humberside,Yorkshire and Humber,England,,492444,438545,01/09/2013,,,
4328,04/04/2016,Srondoire Wind Farmers LLP,Srondoire Community Wind Farm,Wind Onshore,6,2,3,,Operational,"Cruach A Phubuill, Adj Allt Dearg Windfarm, Ardrishaig, Lochgilphead, Argyll, PA31 8PE",Strathclyde,Scotland,Scotland,,182700,676700,20/12/2015,,,
4330,24/06/2019,Whirlwind Renewables,Achlachan Wind Farm,Wind Onshore,10,2,5,115,Operational,Achlachan Windfarm Watten,Highland,Scotland,Scotland,,315200,952100,08/04/2019,,,
4331,04/04/2017,Infinis (formerly Novera Energy),A'Chruach (Phase 1),Wind Onshore,48.3,2.3,21,,Operational,"Land At A'Cruach
Kilmichael Forest
West Of Minard
Argyll",Strathclyde,Scotland,Scotland,,194500,700500,29/06/2016,,,
4332,04/10/2021,Community Windpower,"Aikengall II, Wester Dod Community Wind Farm",Wind Onshore,60.8,3.2,19,145,Operational,East Lothian.,Lothian,Scotland,Scotland,,369468,669455,15/11/2017,Aikengall,Vestas V90,Community Windpower
4335,13/12/2017,Ecotricity,Alveston Wind Park,Wind Onshore,6.9,2.3,3,100,Operational,"Land off Old Gloucester Road, Nr Alveston, South Gloucestershire",Avon,South West,England,BS35 3TD,365450,186055,07/12/2017,,,
4337,25/10/2017,Falck Renewables,Auchrobert Wind Farm,Wind Onshore,36,2.5,12,,Operational,South Lanarkshire ML11 0HP,Strathclyde,Scotland,Scotland,,275154,638500,20/03/2017,,,
4345,01/12/2015,Ecogen,Boardinghouse Wind Farm,Wind Onshore,10.3,2.05,5,,Operational,Knights End Road March Cambridgeshire,Cambridgeshire,Eastern,England,,539862,295018,01/10/2015,,,
4346,05/09/2014,Eco2,Bogenlea Farm,Wind Onshore,2.3,2.3,1,,Operational,"New Byth, Turriff. AB53 5UY",Grampian,Scotland,Scotland,,382155,852949,18/08/2014,,,
4348,28/02/2017,Brownieleys Renewables/Muirden Energy,BROWNIELEYS - 3 WIND TURBINES,Wind Onshore,7.5,2.35,3,,Operational,"Nw/O Brownieleys, Fordoun, Alford, Grampian, AB33 1JN",Grampian,Scotland,Scotland,,376967,772114,28/02/2017,,,
4350,03/04/2018,Engie (GDF Suez),Cairnborrow,Wind Onshore,10,2.5,5,100,Operational,Land at Cairnborrow Huntly,Grampian,Scotland,Scotland,,346153,841867,09/02/2017,,,
4354,04/01/2016,Infrared Capital Partners,Crook Hill (Calderdale MBC) 1 of 2,Wind Onshore,13.6,3.4,4,,Operational,"Crook Hill/Shore Moor, North Of Watergrove Reservoir, Rochdale",Greater Manchester,North West,England,,392720,419080,01/12/2015,"Forss, Hill of Lybster",Bonus,-
4360,02/10/2018,Force 9 Energy / Catamount Energy/ Green Cat,Deuchries,Wind Onshore,6.9,2.3,3,,Operational,"Deuchries Farm, Banff, Aberdeenshire",Grampian,Scotland,Scotland,,363290,855792,15/12/2017,,,
4361,18/04/2017,Renewable Energy Generation (REG),Draperstown (Brackagh) Wind Farm,Wind Onshore,6,2,3,,Operational,"Creagh Concrete Products Ltd, Brackagh Quarry, 29 Disert Road, Draperstown, Magherafelt",Co. Derry / Londonderry,Northern Ireland,Northern Ireland,,97617,556429,15/03/2017,,,
4362,04/01/2016,John Laing Environmental Assets Group,Dungavel Hill,Wind Onshore,29.9,2.3,13,,Operational,"Dungavel, Strathaven, Strathclyde",Strathclyde,Scotland,Scotland,ML10 6,267954,636995,28/08/2015,,,
4363,20/08/2014,The Renewables Infrastructure Group (TRIG),Earlseat,Wind Onshore,18.4,2.3,8,,Operational,Earlseat Farm Standing Stane Road Kirkcaldy Fife KY1 4TH,Fife,Scotland,Scotland,,332961,698416,30/07/2014,,,
4365,03/09/2014,N R Gammie Partnership,Easter Tulloch Wind Farm (Tullo Extension),Wind Onshore,25,2.5,10,,Operational,"Land to North of
Tullo Farm
Laurencekirk",Grampian,Scotland,Scotland,,375955,771728,30/06/2014,Tullo,Nordex N80,Eneco
4368,24/03/2017,Ventient (formerly Infinis),Galawhistle,Wind Onshore,66,3,22,,Operational,7km east of Muirkirk in East Ayrshire and 4km west of Douglas in South Lanarkshire,Strathclyde,Scotland,Scotland,,275440,629090,15/02/2017,,,
4369,04/03/2016,Energiekontor UK,Gayton Le Marsh Wind Farm,Wind Onshore,16.4,2.05,8,,Operational,"Carlton Grange, Thacker Bank, Great Carlton, Gayton Le Marsh, Louth, Lincolnshire (3.3km to the northeast of Great Carlton and 2.4km south of Saltfleetby)",Lincolnshire,East Midlands,England,LN11 7TXL,544232,387271,26/02/2016,,,
4370,21/05/2015,GlaxoSmithKline,GlaxoSmithKline Wind Project (Turbine 4),Wind Onshore,2.5,2.5,1,,Operational,Shewalton Road Riverside Business Park Irvine Ayrshire KA11 5AP,Strathclyde,Scotland,Scotland,,235111,636360,01/06/2014,,,
4373,18/08/2014,RWE npower,Goole Fields,Wind Onshore,32.8,2.05,16,,Operational,"Goole Fields Parish , East Riding of Yorkshire",Humberside,Yorkshire and Humber,England,,473487,419400,11/08/2014,Goole Fields 1,Senvion MM92,RWE
4374,25/04/2016,Greenvale AP,Greenvale AP Wind Turbine,Wind Onshore,1.5,1.5,1,,Operational,"Land North West Of Greenvale Produce Ltd, Floods Ferry Road, Doddington",Cambridgeshire,Eastern,England,,535485,293292,01/08/2014,,,
4381,04/04/2017,Muirden Energy,Hill of Glaschyle Wind Farm,Wind Onshore,27.6,2.3,12,99,Operational,Hill Of Glaschyle Logie Forres Moray,Grampian,Scotland,Scotland,,303306,847855,01/12/2016,Paul's Hill,Bonus B2300,Fred Olsen Renewables Ltd
