no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,site_address,classification_of_operation
"120","EA","ER23199846","Plastic","L","Frank Mercer & Sons Ltd","1370465","Cancelled","23/05/2023","20/12/2023","Chequerbent Works BOLTON GT Manchester BL5 3JF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"121","EA","ER232021144","Plastic","L","Globe Trade & Services Limited","11812179","Active","01/01/2023","01/01/2023","Unit C OLDHAM Select OL9 9LZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"122","EA","ER232014157","Plastic","L","Hahn Plastics Ltd","08268517","Active","01/01/2023","01/01/2023","Pilkington Site MANCHESTER Greater Manchester M27 8LJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"123","EA","ER232023154","Plastic","S","HF Recycle Ltd","13604574","Cancelled","06/06/2023","23/08/2023","Workshop 6, The B&S Business Center LEICESTER Leicestershire LE4 9LF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"124","EA","ER232018126","Plastic","L","Impact Recycling Ltd","SC489143","Active","01/01/2023","10/03/2023","Unit 6B, Metnor Business Park WALLSEND NE28 6HH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"125","EA","ER232023189","Plastic","S","Impact Recycling Ltd (Durham)","SC760362","Active","10/11/2023","10/11/2023","Unit 1 5/5 A Mill Hill North West Ind Estate PETERLEE SR8 2HR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"126","EA","ER232018131","Plastic","L","Indigo Environmental Limited","10695826","Active","01/01/2023","01/01/2023","Indigo Environmental Group WIDNES Cheshire WA8 8UD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"127","EA","ER232020254","Plastic","L","Integrated Plastic Manufacturing
Limited","06516876","Active","01/01/2023","01/01/2023","Land at Shawell Quarry SHAWELL Leicestershire LE17 6AA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"128","EA","ER232019157","Plastic","L","IP Polymers Ltd","10247707","Cancelled","01/01/2023","26/05/2023","No 1 West Marsh Lane BARROW DN19 7EU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"129","EA","ER232020220","Plastic","L","Isher Hangers","00000000","Active","01/01/2023","01/01/2023","51-53 STEWARD STREET BIRMINGHAM WEST MIDLANDS B18 7AE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"130","EA","ER232008114","Plastic","L","J. and A. Young (Leicester) Ltd","1222186","Active","01/01/2023","01/01/2023","Cotton Way LOUGHBOROUGH Leicestershire LE11 5FJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"131","EA","ER232010107","Plastic","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2023","01/01/2023","15 Saxon Way East CORBY Northamptonshire NN18 9EY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"132","EA","ER232013196","Plastic","L","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2023","01/01/2023","Building 32 and 36 LOUGHBOROUGH Leicestershire LE11 5RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"133","EA","ER232019156","Plastic","S","J. and A. Young (Leicester) Ltd","01222186","Active","01/01/2023","01/01/2023","Dartmouth Road SMETHWICK West Midlands B66 1AS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"134","EA","ER232023191","Plastic","S","J. and A. Young (Leicester) Ltd","1222186","Active","17/11/2023","17/11/2023","Autby House GRIMSBY DN36 5SB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"135","EA","ER232014133","Plastic","S","Jason Plastics Ltd","1062457","Active","01/01/2023","01/01/2023","Prettywood BURY Lancs BL9 7HZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"136","EA","ER232022115","Plastic","S","Johnson Brothers Compounding Ltd","03543352","Active","01/01/2023","01/01/2023","Two Shires Park (formally Honeybourne Airifield EVESHAM Worcs WR11 7PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"137","EA","ER232021133","Plastic","L","JP Recycling Ltd","11878839","Cancelled","20/02/2023","01/06/2023","Unit 4 HULL East Riding of Yorkshire HU3 4TG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"138","EA","ER232018141","Plastic","L","K S Plastic Ltd","11100635","Active","01/01/2023","01/01/2023","Building 1 LYDBROOK Gloucestershire GL17 9NG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"139","EA","ER232016101","Plastic","L","KB Extruders Ltd","07533755","Active","01/01/2023","01/01/2023","KB WORKS WESTWOOD ROAD BIRMINGHAM WEST MIDLANDS B6 7DU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"140","EA","ER232020170","Plastic","L","KG Polymer Ltd","12345000","Active","10/01/2023","10/01/2023","Unit C1 Macrome Road WOLVERHAMPTON West Midlands WV69HD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"141","EA","ER232019182","Plastic","S","Love Waste Limited","7550339","Active","01/01/2023","01/01/2023","1 Warburton Hey RAINHILL Merseyside L35 4LE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"142","EA","ER232006686","Plastic","L","Luxus Ltd","0834329","Active","01/01/2023","01/01/2023","Belvoir Way LOUTH Lincolnshire LN11 0LQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"143","EA","ER232016105","Plastic","L","Lynx Recycling & Recovery Ltd","07287499","Active","01/01/2023","01/01/2023","Lynx Recycling & Recovery Limited GRIMSBY Lincolnshire DN41 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"144","EA","ER232023183","Plastic","L","MBA Polymers United Kingdom
Limited (Worksop)","06455767","Active","20/10/2023","20/10/2023","Sandy Lane WORKSOP S80 3ET","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"145","EA","ER232020141","Plastic","L","Meplas Ltd","11426281","Active","01/01/2023","01/01/2023","MEPLAS Ltd YORK YO43 4BT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"146","EA","ER232021159","Plastic","L","Midwest Polychem Ltd","12741152","Suspended","01/01/2023","20/11/2023","Laurel Lodge SPALDING Lincolnshire PE12 8JB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"147","EA","ER232016134","Plastic","L","Monoworld Recycling Ltd","06320557","Active","01/01/2023","01/01/2023","19-26 Sanders Lodge Industrial Estate RUSHDEN Northamptonshire NN10 6BQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"148","EA","ER232023120","Plastic","L","Monpet Extrusion Ltd","13836249","Active","13/01/2023","13/01/2023","Monpet Extrusion Ltd CHATTERIS Cambridgeshire PE16 6EG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"149","EA","ER232020123","Plastic","L","Moulding Solutions Ltd","05610475","Active","01/01/2023","01/01/2023","Wharf Road ROTHERHAM South Yorkshire S64 5SY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"150","EA","ER232020215","Plastic","L","Mulberry Waste Ltd","03051415","Active","01/01/2023","01/01/2023","Unit 1 RUFFORD L40 1TB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"151","EA","ER232022113","Plastic","L","Mytum and Selby (Hull) Ltd","06504408","Active","09/01/2023","09/01/2023","Morley Street HULL East Yorkshire HU88DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"152","EA","ER232009124","Plastic","L","NDC Polipak Limited","03858503","Active","01/01/2023","01/01/2023","NDC Polipak Ltd CRADLEY HEATH West Midlands B64 5RE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"153","EA","ER232023194","Plastic","S","Newdev Recycling Limited","14809154","Active","30/11/2023","30/11/2023","Unit 5 RIPLEY DE5 3SW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"154","EA","ER23199841","Plastic","L","Norpol Recycling Limited","3029134","Active","01/01/2023","01/01/2023","NORPOL HOUSE NELSON LANCASHIRE BB9 7YG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"155","EA","ER232021149","Plastic","S","Oak Bank Solutions Ltd (Boston)","12216652","Active","01/01/2023","01/01/2023","Unit 1 Bozon Hall BOSTON Linconshire PE20 1QJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"156","EA","ER232022131","Plastic","S","Oak Bank Solutions Ltd
(DARTFORD)","12216652","Active","01/01/2023","01/01/2023","5 Burnett Road ERITH Kent DA8 2LG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"157","EA","ER232020177","Plastic","L","Pennine Manufacturing Ltd","01240154","Active","03/01/2023","03/01/2023","Fold Mill BOLTON Greater Manchester BL2 6RA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"158","EA","ER232023160","Plastic","L","Plas Solutions Ltd","12712591","Active","26/06/2023","26/06/2023","Plas Solutions Ltd PETERBOROUGH Cambridgeshire PE7 2EX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"159","EA","ER232013181","Plastic","L","Plasgran Ltd","3848053","Cancelled","01/01/2023","18/09/2023","Manea Road MARCH Cambridgeshire PE15 0PE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"160","EA","ER232023134","Plastic","L","Plasgran Ltd","03848053","Active","27/03/2023","27/03/2023","Units B&C Ashbourne Drive LEAMINGTON SPA Warwickshire CV31 3SS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"161","EA","ER232020154","Plastic","S","Plasport Recycling Ltd","12032055","Active","01/01/2023","01/01/2023","Unit 11,Bays 1 &2, BIRMINGHAM uk B64 5QT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"162","EA","ER232013199","Plastic","L","Plumb Polymers Ltd","03964655","Active","10/01/2023","10/01/2023","505 Carlisle Street East SHEFFIELD South Yorkshire S4 8DT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"163","EA","ER232020109","Plastic","S","Polybags Ltd","00698834","Active","01/01/2023","01/01/2023","PB Packaging Group Ltd GREENFORD Middlesex UB6 0AQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"164","EA","ER232019180","Plastic","S","Polyclear Ltd","1260718","Active","01/01/2023","01/01/2023","FIRST AVENUE SOUTHAMPTON HAMPSHIRE SO15 0LG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"165","EA","ER232013195","Plastic","L","Polypipe Ltd","01099323","Active","01/01/2023","01/01/2023","Boston Rd Ind Est HORNCASTLE Lincs LN9 6JW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"166","EA","ER232023137","Plastic","S","Polyram UK Ltd","05177839","Active","06/04/2023","06/04/2023","Ward Industrial Estate LYDNEY Gloucestershire GL15 5EL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"167","EA","ER232021164","Plastic","L","Polystar Plastics Recycling Ltd","13516886","Active","01/01/2023","01/01/2023","POLYSTAR PLASTICS RECYCLING LTD SOUTHAMPTON Hampshire SO14 5QT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"168","EA","ER232022112","Plastic","L","PP Polymers Ltd","08944287","Active","01/01/2023","01/01/2023","Europa Close SHEFFIELD South Yorkshire S9 1XS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"169","EA","ER23199842","Plastic","L","Preston Plastics Ltd","3377914","Active","01/01/2023","01/01/2023","MOSS EDGE WORKS PRESTON LANCASHIRE PR3 6BN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"170","EA","ER232019122","Plastic","L","Pro Environmental Ltd","10754591","Cancelled","24/03/2023","04/07/2023","Unit 6 Kingsnorth Industrial Estate ROCHESTER Kent ME3 9ND","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"171","EA","ER232022136","Plastic","L","QC Polymer Ltd","13366995","Active","01/01/2023","01/01/2023","Unit 14 -18, BILSTON WV14 8XR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"172","EA","ER232004444","Plastic","L","Ravago Manufacturing UK Ltd","4789043","Active","01/01/2023","01/01/2023","WEST BRIDGEWATER STREET LEIGH LANCASHIRE WN74HB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"173","EA","ER232023170","Plastic","S","Ravensbourn Ltd","01447928","Active","11/08/2023","11/08/2023","Occupation Lane SWADLINCOTE Derbyshire DE11 8ET","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"174","EA","ER232023116","Plastic","L","Recover Louth Limited","14411256","Active","06/01/2023","06/01/2023","RECOVER LOUTH LIMITED LOUTH LN110AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"175","EA","ER232021161","Plastic","L","Recycle For Future Ltd","09811971","Active","12/01/2023","12/01/2023","183 Fengate PETERBOROUGH Cambridgeshire PE1 5PE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"176","EA","ER232014130","Plastic","L","Recycled Plastics UK Ltd","06645314","Active","19/01/2023","19/01/2023","Unit 1, Freeman Street, WOLVERHAMPTON West Midlands WV100ES","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"177","EA","ER232016122","Plastic","L","Recyplas Limited","07913278","Active","22/02/2023","22/02/2023","UNIT 1 WIMBLINGTON CAMBRIDGESHIRE PE15 0QQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"178","EA","ER232023110","Plastic","L","Regenthill Limited","3766746","Active","01/01/2023","01/01/2023","Fyfield Road ANDOVER Hampshire SP118DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"179","EA","ER232022109","Plastic","L","ReNew Wilton Limited","10552624","Active","01/01/2023","01/01/2023","Wilton Hydrothermal Treatment Facility REDCAR Cleveland TS104RF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"180","EA","ER23199852","Plastic","L","Roydon Granulation Ltd","2908446","Active","01/01/2023","01/01/2023","Unit F15 ST. HELENS Merseyside WA9 3NA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"181","EA","ER232014106","Plastic","L","Roydon Group PLC","06890221","Active","01/01/2023","01/01/2023","Units 1-3 Junction Eco Park SWINTON Manchester M27 8LU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"182","EA","ER232023164","Plastic","S","Sansetsu UK Ltd","1400365","Active","17/07/2023","17/07/2023","Sansetsu UK Ltd MILTON KEYNES Buckinghamshire MK11 3EW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"183","EA","ER232005591","Plastic","L","Schutz UK Ltd","2347670","Active","24/01/2023","24/01/2023","Claylands Avenue WORKSOP Notts S81 7BE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"184","EA","ER232020117","Plastic","S","Sharpak Aylesham Ltd","7394042","Active","01/01/2023","01/01/2023","Aylesham Industrial Estate AYLESHAM Kent CT3 3EF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"185","EA","ER232020255","Plastic","S","Sharpak Bridgwater Ltd","7394059","Active","01/01/2023","01/01/2023","Sharpak Bridgwater Ltd BRIDGWATER Somerset TA6 5YS","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"186","EA","ER232018103","Plastic","L","Skymark Packaging International
(Scunthorpe)","02160777","Active","01/01/2023","01/01/2023","Mannaberg Way SCUNTHORPE North Lincolnshire DN15 8XF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"187","EA","ER232023151","Plastic","S","Sterling Polymers Ltd","13333117","Active","24/05/2023","24/05/2023","Windermere Road HARTLEPOOL Durham TS25 1NX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"188","EA","ER232020218","Plastic","L","Sun International Recycling Group
Ltd","12161523","Active","01/01/2023","01/01/2023","Gate 3, 20 Princewood Road CORBY Northants NN17 4AP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"189","EA","ER232022120","Plastic","L","Talos Recycling Ltd","13153111","Suspended","01/01/2023","27/07/2023","4 Park Farm Industrial Estate LEEDS West Yorkshire LS11 5SE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"190","EA","ER232020155","Plastic","L","Three Counties Reclamation Ltd","03792922","Active","01/01/2023","01/01/2023","Three Counties Reclamation Limited LUDLOW Shropshire SY8 2DH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"191","EA","ER232017129","Plastic","L","Veolia ES (UK) Ltd","02481991","Active","01/01/2023","01/01/2023","16 Choats Road DAGENHAM ESSEX RM9 6LF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"192","EA","ER232008107","Plastic","L","Viridor Polymer Recycling Ltd","5499464","Active","01/01/2023","01/01/2023","Gerrard Place SKELMERSDALE Lancashire WN8 9SU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"193","EA","ER232021120","Plastic","L","Viridor Polymer Recycling Ltd
(Bristol)","05499464","Active","01/01/2023","01/01/2023","Severn Road BRISTOL BRISTOL BS11 0YU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"194","EA","ER232018104","Plastic","L","Y S Reclamation Ltd","08490907","Active","01/01/2023","01/01/2023","28 KINGSLAND GRANGE WOOLSTON WARRINGTON WA1 4RW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"195","NRW","WR232022702","Plastic","L","AST Plastic Container UK LLP","OC370080","Active","01/02/2023","01/02/2023","Unit 1 WREXHAM Wrexham LL13 9RF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"196","NRW","WR231998103","Plastic","L","British Polythene Limited","0350729","Active","01/01/2023","01/01/2023","Maerdy Industrial Estate TREDEGAR Caerphilly NP22 5PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"197","NRW","WR232017705","Plastic","L","Extrusion & Moulding Compounds
Ltd","00905428","Active","01/01/2023","01/01/2023","Cwmavon Factory NR PONTYPOOL Gwent NP4 8UW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"198","NRW","WR232023708","Plastic","L","JP Recycling Ltd.","11878839","Active","10/07/2023","10/07/2023","Unit 1 Brymau Saltney CHESTER Chesire CH4 8RH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"199","NRW","WR232022701","Plastic","L","Mainetti UK Ltd","SC170666","Active","01/01/2023","01/01/2023","Bedwell Road WREXHAM Clwyd LL116FA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"200","NRW","WR232017703","Plastic","S","MDS Recycling Limited","07141820","Active","01/01/2023","01/01/2023","Unit 2 PORTH Rhondda Cynon Taf CF39 0PB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"201","NRW","WR232020709","Plastic","L","New Horizon Biofuel and animal
beddings Co Ltd","11777941","Active","01/01/2023","01/01/2023","New Horizon Biofuel & Animal Beddings Co Ltd RUABON Wrexham LL14 6HA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"202","NRW","WR232019702","Plastic","L","New Horizon Plastics Co Ltd","11777585","Active","01/01/2023","01/01/2023","Unit 27 FLINT Fintshire CH6 5XA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"203","NRW","WR232017704","Plastic","L","Plastecowood Limited","08914626","Active","01/01/2023","01/01/2023","Plastecowood Ltd BODELWYDDAN Denbighshire LL18 5SQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"204","NRW","WR232023704","Plastic","L","Pulse Plastics Limited","04529261","Active","01/01/2023","01/01/2023","Unit 20 EBBW VALE Blaenau Gwent NP23 5SD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"205","NRW","WR232023701","Plastic","L","Recover Blaenavon Limited","08786986","Active","01/01/2023","01/01/2023","Recover Blaenavon Ltd PONTYPOOL Gwent NP4 9AZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"206","NRW","WR232015702","Plastic","L","Roydon Bottle Recycling Ltd","08635446","Active","01/01/2023","01/01/2023","Unit 1 Blackwood Business Park PONTLLANFRAITH Caerphilly NP12 2XH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"207","NRW","WR232018703","Plastic","L","S W PLASTIC SOLUTIONS LTD","10010391","Active","01/01/2023","01/01/2023","Unit 2 EBBW VALE Blaenau Gwent NP23 6PL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"208","NIEA","NR232023122","Plastic","L","Bailey Waste Recycling (NI) Limited","NI042948","Active","28/08/2023","28/08/2023","1-4 SILVERWOOD INDUSTRIAL ESTATE Lurgan Armagh bt666ln","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"209","NIEA","NR232012103","Plastic","L","Cherry Plastics","NI053648","Active","01/01/2023","01/01/2023","Unit 5 Nutts Corner Business Park CRUMLIN Co Antrim BT29 4SR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"210","NIEA","NR232019108","Plastic","L","Jaguar Polymers Ltd","NI654238","Active","01/01/2023","01/01/2023","Unit 10 LISNASKEA Fermanagh BT920QQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"211","SEPA","SR232013116","Plastic","L","Avanti Environmental Group Ltd","3476148","Active","01/01/2023","01/01/2023","Balquharn Farm ALVA Clackmannanshire FK12 5NZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"212","SEPA","SR232020108","Plastic","S","Bonar Yarns Ltd","SC008924","Active","01/01/2023","01/01/2023","Caldrum Works DUNDEE Dundee DD3 7EU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"213","SEPA","SR232019108","Plastic","S","British Polythene Ltd","0350729","Cancelled","01/01/2023","21/12/2023","96 Port Glasgow Road GREENOCK Renfrewshire PA15 2UL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"214","SEPA","SR232021101","Plastic","S","British Polythene Ltd","0350729","Active","01/01/2023","01/01/2023","RPC Bpi Recycled Products DUMFRIES Dumfries and Galloway DG2 0BU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"215","SEPA","SR232019109","Plastic","S","British Polythene Ltd - Ardeer","0350729","Active","01/01/2023","01/01/2023","Lundholm Road STEVENSTON North Ayrshire KA20 3LJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"216","SEPA","SR232022103","Plastic","L","Impact Recycling Ltd","SC489143","Active","01/01/2023","01/01/2023","100 Inchinnan Road BELLSHILL ML4 3NT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"217","SEPA","SR232019106","Plastic","S","Marlin Industries Scotland Limited","SC413678","Active","01/01/2023","01/01/2023","Marlin Industries Scotland Limited HAWICK Roxburgshire TD98SL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"218","SEPA","SR232021102","Plastic","L","Plastic Technology Services Limited","SC133850","Active","01/01/2023","01/01/2023","Garroch Business Park DUMFRIES DG3 8PN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"219","SEPA","SR232022104","Plastic","S","Solway Recycling Ltd","SC213270","Active","01/01/2023","01/01/2023","RIGGHEAD FARM DUMFRIES DUMFRIESSHIRE DG2 9SH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"220","SEPA","SR232022101","Plastic","L","Yes Recycling (Fife) Limited","SC649575","Cancelled","01/01/2023","29/11/2023","Unit 1 GLENROTHES Fife KY62QZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"221","EA","ER232020205","Steel","L","British Steel Limited","12303256","Active","01/01/2023","01/01/2023","Administration Building SCUNTHORPE North Lincolnshire DN16 1BP","R4 Recycling/reclamation of metals and metal compounds"
"222","EA","ER232023118","Steel","S","Donald Ward Ltd","1292288","Active","11/01/2023","11/01/2023","Griffon Road ILKESTON Derbyshire DE7 4RF","R4 Recycling/reclamation of metals and metal compounds"
"223","EA","ER232023139","Steel","S","Donald Ward Ltd (Immingham)","1292288","Active","26/04/2023","26/04/2023","Ward IMMINGHAM Lincolnshire DN40 2QT","R4 Recycling/reclamation of metals and metal compounds"
"224","EA","ER232021138","Steel","L","Sackers Limited","01526052","Active","01/01/2023","01/01/2023","Railway sidings IPSWICH Suffolk IP6 0JB","R4 Recycling/reclamation of metals and metal compounds"
"225","EA","ER232020178","Steel","L","Speciality Steel UK Ltd","10491177","Active","01/01/2023","01/01/2023","Liberty Steel ROTHERHAM South Yorkshire S65 3SR","R4 Recycling/reclamation of metals and metal compounds"
"226","NRW","WR232004452","Steel","L","Celsa Manufacturing (UK) Ltd","04577881","Active","01/01/2023","01/01/2023","Meltshop, Tremorfa Works CARDIFF Glamorgan CF24 5TH","R4 Recycling/reclamation of metals and metal compounds"
"227","NRW","WR232023706","Steel","S","Donald Ward Limited","01292288","Active","06/06/2023","06/06/2023","Donald Ward Ltd trading as WARD CARDIFF Caerdydd CF10 4RP","R4 Recycling/reclamation of metals and metal compounds"
"228","NRW","WR23199870","Steel","L","Tata Steel UK Ltd","2280000","Active","01/01/2023","01/01/2023","Tata Steel UK Ltd PORT TALBOT West Glamorgan SA13 2NG","R4 Recycling/reclamation of metals and metal compounds"
"229","EA","ER232019128","Wood","L","A & A Recycling Services Ltd","04269422","Active","01/01/2023","01/01/2023","A&A Recycling Services Limited MERIDEN Coventry CV7 7LH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"230","EA","ER232021167","Wood","L","A W Jenkinson Woodwaste Ltd","sc166685","Active","12/01/2023","12/01/2023","hespin wood landfill site CARLISLE UK Mainland CA6 4BJ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"231","EA","ER232009190","Wood","L","Arden Wood Shavings Limited","2592924","Active","05/01/2023","05/01/2023","Arden Wood Shavings Ltd SOLIHULL B92 0LP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
