no.,agency,accreditation_number,material_process,size*,accredited_organisation,reg._no.,status,active_date,last_changed,site_address,classification_of_operation
"47","NIEA","NR202019106","Glass Other","L","Skips R Us","NI604214","Active","25/05/2020","25/05/2020","132a Concession Road NEWRY Down BT35 9JE","R5 Recycling/reclamation of other inorganic materials"
"48","NIEA","NR202016102","Glass Other","S","T&J Recycling T/A Barrett Recycling","NI611006","Active","01/01/2020","01/01/2020","128 Eglish Rd DUNGANNON Tyrone BT701LB","R5 Recycling/reclamation of other inorganic materials"
"49","SEPA","SR202014103","Glass Other","L","Dryden Aqua Ltd","SC072700","Cancelled","08/01/2020","01/02/2021","Butlerfield Industrial Estate BONNYRIGG Midlothian EH19 3JQ","R5 Recycling/reclamation of other inorganic materials"
"50","SEPA","SR202019102","Glass Other","S","Soil Treatment Systems Limited","SC451125","Cancelled","05/02/2020","01/02/2021","321 Aikenhead Road GLASGOW G42 0PE","R5 Recycling/reclamation of other inorganic materials"
"51","SEPA","SR202015102","Glass Other","L","Viridor Waste Management Limited","0575069","Cancelled","01/01/2020","01/03/2021","Mossband Farm NEWHOUSE Lanarkshire ML1 5ST","R5 Recycling/reclamation of other inorganic materials"
"52","EA","ER202013126","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2020","01/01/2020","Doncaster Plant DONCASTER South Yorkshire DN2 4RH","R5 Recycling/reclamation of other inorganic materials"
"53","EA","ER202013127","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2020","01/01/2020","BARNSLEY PLANT BARNSLEY South Yorkshire S71 2QG","R5 Recycling/reclamation of other inorganic materials"
"54","EA","ER202013128","Glass Re-melt","L","Ardagh Glass Limited","00567801","Active","01/01/2020","01/01/2020","Knottingley Plant KNOTTINGLEY West Yorkshire WF11 0HP","R5 Recycling/reclamation of other inorganic materials"
"55","EA","ER202013109","Glass Re-melt","L","Beatson Clark Limited","00110186","Active","01/01/2020","01/01/2020","The Glassworks ROTHERHAM South Yorkshire S60 1TZ","R5 Recycling/reclamation of other inorganic materials"
"56","EA","ER202013154","Glass Re-melt","L","Encirc Limited","NI 30990","Active","01/01/2020","01/01/2020","Encirc Business Park ELTON Cheshire CH2 4LF","R5 Recycling/reclamation of other inorganic materials"
"57","EA","ER202015121","Glass Re-melt","L","Glass Recycling (UK) Ltd","1169515","Active","14/01/2020","14/01/2020","418 carlton road BARNSLEY south yorks S71 3HX","R5 Recycling/reclamation of other inorganic materials"
"58","EA","ER202013136","Glass Re-melt","S","O-I Glass Ltd","00526983","Active","17/01/2020","17/01/2020","Edinburgh Way HARLOW Essex CM20 2UG","R5 Recycling/reclamation of other inorganic materials"
"59","EA","ER202015106","Glass Re-melt","L","Recresco Ltd (3)","4066165","Active","01/01/2020","01/01/2020","Recresco Ltd KIRKBY-IN-ASHFIELD Nottinghamshire NG17 8AP","R5 Recycling/reclamation of other inorganic materials"
"60","EA","ER202013155","Glass Re-melt","L","Stoelzle Flaconnage Limited","2973822","Active","01/01/2020","01/01/2020","Stoelzle Flaconnage Limited KNOTTINGLEY West Yorkshire WF11 8AP","R5 Recycling/reclamation of other inorganic materials"
"61","EA","ER202016162","Glass Re-melt","L","URM (UK) Ltd t/a Berrymans","4084246","Active","01/01/2020","01/01/2020","BARNBY DUN ROAD DONCASTER SOUTH YORKSHIRE DN2 4RH","R5 Recycling/reclamation of other inorganic materials"
"62","EA","ER202015124","Glass Re-melt","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2020","01/01/2020","Lidgate Crescent SOUTH KIRKBY West Yorkshire WF9 3NR","R5 Recycling/reclamation of other inorganic materials"
"63","EA","ER202017127","Glass Re-melt","L","URM UK Ltd t/a Berryman","4084246","Active","01/01/2020","01/01/2020","46c TILBURY Essex RM18 7EH","R5 Recycling/reclamation of other inorganic materials"
"64","EA","ER202016161","Glass Re-melt","L","URM UK Ltd T/A Berrymans","4084246","Active","01/01/2020","01/01/2020","Headlands Lane KNOTTINGLEY WEST YORKSHIRE WF11 0HP","R5 Recycling/reclamation of other inorganic materials"
"65","EA","ER202017132","Glass Re-melt","L","Veolia ES (UK) Ltd","02481991","Active","01/01/2020","01/01/2020","Alexandra Warehouse ST HELENS WA10 3LR","R5 Recycling/reclamation of other inorganic materials"
"66","EA","ER202013121","Glass Re-melt","S","Verallia UK Ltd","3846688","Active","01/01/2020","01/01/2020","Fernley Green Road KNOTTINGLEY West Yorkshire WF11 8DJ","R5 Recycling/reclamation of other inorganic materials"
"67","EA","ER202013122","Glass Re-melt","S","Verallia UK Ltd","3846688","Active","01/01/2020","01/01/2020","South Accommodation Road LEEDS West Yorkshire LS10 1NQ","R5 Recycling/reclamation of other inorganic materials"
"68","EA","ER202016126","Glass Re-melt","L","Viridor Waste Management Ltd","0575069","Active","01/01/2020","01/01/2020","SALMON PASTURES SHEFFIELD YORKSHIRE S4 7WT","R5 Recycling/reclamation of other inorganic materials"
"69","NRW","WR202015701","Glass Re-melt","L","Recresco Limited - Cwmbran","4066165","Active","01/01/2020","01/01/2020","Recresco Limited CWMBRAN Torfaen NP44 5BE","R5 Recycling/reclamation of other inorganic materials"
"70","NIEA","NR202013104","Glass Re-melt","L","Encirc Ltd","NI 30990","Active","01/01/2020","01/01/2020","11 Gortahurk Road DERRYLIN Fermanagh BT92 9DD","R5 Recycling/reclamation of other inorganic materials"
"71","NIEA","NR202019104","Glass Re-melt","L","Enva Northern Ireland Ltd","NI017996","Active","01/01/2020","01/01/2020","52 Creagh Road TOOMEBRIDGE Antrim BT413SE","R5 Recycling/reclamation of other inorganic materials"
"72","SEPA","SR202013103","Glass Re-melt","L","Ardagh Glass Ltd","00567801","Cancelled","01/01/2020","01/02/2021","Irvine Plant IRVINE KA12 8JA","R5 Recycling/reclamation of other inorganic materials"
"73","SEPA","SR202014102","Glass Re-melt","L","Dryden Aqua Ltd","SC072700","Cancelled","08/01/2020","01/02/2021","Butlerfield Industrial Estate BONNYRIGG Midlothian EH19 3JQ","R5 Recycling/reclamation of other inorganic materials"
"74","SEPA","SR202013101","Glass Re-melt","S","O-I Glass Ltd","00526983","Cancelled","01/01/2020","01/03/2021","Glasshouse Loan ALLOA Clackmannanshire FK10 1PD","R5 Recycling/reclamation of other inorganic materials"
"75","SEPA","SR202016103","Glass Re-melt","L","Viridor Waste Management Limited","0575069","Cancelled","01/01/2020","01/03/2021","Mossband Farm NEWHOUSE Lanarkshire ML1 5ST","R5 Recycling/reclamation of other inorganic materials"
"76","EA","ER202020101","Paper/board","S","Cor-Pack","00000000","Active","01/01/2020","01/01/2020","Unit 18 Dinting Vale Industrial Park GLOSSOP Derbyshire SK13 6LG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"77","EA","ER20199864","Paper/board","L","DS Smith Paper Limited","00058614","Active","01/01/2020","01/01/2020","DS SMITH PAPER LTD STTTINGBOURNE KENT ME10 2TD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"78","EA","ER202020197","Paper/board","L","Northwood Tissue (Disley) Ltd","07022309","Active","03/04/2020","03/04/2020","Disley Mill STOCKPORT Cheshire SK12 2HW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"79","EA","ER202019102","Paper/board","L","Northwood Tissue (Lancaster) Ltd","8271967","Active","01/01/2020","01/01/2020","Northwood Tissue (Lancaster) Ltd LANCASTER Lancashire LA1 3PQ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"80","EA","ER201998133","Paper/board","L","Preston Board & Packaging Ltd","1567779","Active","01/01/2020","01/01/2020","Romiley Board Mill STOCKPORT Cheshire SK6 4DZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"81","EA","ER202011114","Paper/board","L","SAICA Paper UK Ltd","06569569","Active","01/01/2020","01/01/2020","144 Manchester Road MANCHESTER M31 4QN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"82","EA","ER2019988","Paper/board","L","Smurfit Kappa UK Ltd","1017013","Active","01/01/2020","01/01/2020","Smurfit Kappa SSK Ltd BIRMINGHAM B7 5RE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"83","EA","ER202015111","Paper/board","L","Smurfit Kappa UK Ltd","1017013","Active","01/01/2020","01/01/2020","The Mill SNODLAND Kent ME6 5AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"84","EA","ER20199890","Paper/board","L","Sonoco Cores and Paper Ltd","5133800","Active","01/01/2020","01/01/2020","Sonoco Board Mills STAINLAND West Yorkshire HX4 9PY","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"85","NRW","WR202020708","Paper/board","L","New Horizon Biofuel and animal
beddings Co Ltd","11777941","Active","18/03/2020","18/03/2020","New Horizon Biofuel & Animal Beddings Co Ltd RUABON Wrexham LL14 6HA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"86","NRW","WR201998205","Paper/board","L","UPM Kymmene (UK) Ltd","SC102969","Active","01/01/2020","01/01/2020","Weighbridge Road DEESIDE Flintshire CH5 2LL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"87","NIEA","NR202018104","Paper/board","L","Huhtamaki (Lurgan) Limited","NI001006","Active","01/01/2020","01/01/2020","Inn Road LURGAN Armagh BT66 7JN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"88","EA","ER202020138","Plastic","S","Aintree Cartons Ltd","03098513","Active","01/01/2020","01/01/2020","37 Stopgate Lane LIVERPOOL Merseyside L9 6DX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"89","EA","ER202018119","Plastic","L","Associated Polymer Resources","00000000","Cancelled","01/01/2020","25/11/2020","Bay 7 and 8 EASTLEIGH Hampshire SO5O 5AD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"90","EA","ER202013191","Plastic","L","Avanti Environmental Group Ltd","3476148","Active","01/01/2020","01/01/2020","Avanti Environmetal Group Limited KNOWSLEY Merseyside L33 7UF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"91","EA","ER202019177","Plastic","S","Axion Polymers Ltd","06259637","Active","29/04/2020","29/04/2020","Axion Polymers SALFORD M6 6RX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"92","EA","ER202019171","Plastic","S","Aylesbury Granulation Services Ltd","08968879","Active","13/03/2020","13/03/2020","Unit 1 Woodham Industrial Estate AYLESBURY HP18 0QE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"93","EA","ER202020262","Plastic","L","B & J Parr","","Active","06/11/2020","06/11/2020","B & J Parr MANSFIELD Nottinghamshire NG19 8BZ","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"94","EA","ER202016143","Plastic","L","B S Plastics Ltd","09350237","Active","01/01/2020","01/01/2020","52 CHURCH ROAD BIRMINGHAM WEST MIDLANDS B42 2LB","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"95","EA","ER201998221","Plastic","L","Biffa (WES) Limited (REDCAR)","2729607","Active","01/01/2020","01/01/2020","WES Building REDCAR Cleveland TS10 4RG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"96","EA","ER202020125","Plastic","L","Biffa (WES) Limited (SEAHAM)","2729607","Active","01/01/2020","01/01/2020","Foxcover 9 SEAHAM County Durham SR7 7DN","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"97","EA","ER202011103","Plastic","L","Brightgreen Plastics Ltd","7289595","Active","01/01/2020","24/07/2020","ALLERTON BYWATER BUSINESS PARK CASTLEFORD WEST YORKS WF10 2AL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"98","EA","ER20199873","Plastic","L","British Polythene Limited","0350729","Active","01/01/2020","01/01/2020","BPI Recycled Products STROUD Gloucestershire GL5 3QF","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"99","EA","ER20199871","Plastic","L","British Polythene Ltd","0350729","Active","01/01/2020","01/01/2020","BPI Recycled Products HEANOR Derbyshire DE75 7RG","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"100","EA","ER20199854","Plastic","L","Centriforce Products Ltd","3347875","Active","14/01/2020","14/01/2020","Errington Works LIVERPOOL Merseyside L20 8EE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"101","EA","ER20199819","Plastic","L","Chase Plastics Ltd","1593735","Active","01/01/2020","01/01/2020","Mile End Works BRANDON Suffolk IP27 0NE","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"102","EA","ER202016160","Plastic","L","Clean Tech UK Ltd","10445078","Active","01/01/2020","01/01/2020","Hemswell Business Park HEMSWELL Lincolnshire DN21 5TU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"103","EA","ER202020211","Plastic","L","Concept Plastic Packaging Ltd","03491928","Active","01/05/2020","01/05/2020","40 Adams Close HEANOR Derbyshire DE75 7SW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"104","EA","ER202020102","Plastic","L","Coral Products (Mouldings) Ltd","07964239","Cancelled","01/01/2020","25/06/2020","Coral Products Mouldings Ltd ST HELENS Merseyside WA11 9TP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"105","EA","ER202020249","Plastic","S","Coral Products (Mouldings) Ltd
(Haydock)","07964239","Active","03/09/2020","26/11/2020","North Florida Road ST HELENS Merseyside WA119TP","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"106","EA","ER202019131","Plastic","L","Coveris Flexibles (Gainsborough)
UK Ltd","04786458","Active","01/01/2020","01/01/2020","101 Brackenborough Rd LOUTH Lincolnshire LN11 0AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"107","EA","ER20199829","Plastic","L","Coveris Flexibles (Gainsborough)
UK Ltd (T/A Coveris Winsford)","04786458","Cancelled","01/01/2020","30/03/2020","Coveris Flexibles (Gainsborough) UK Ltd (T/A Coveris Winsford) WINSFORD Cheshire CW7 3RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"108","EA","ER202020234","Plastic","L","Coveris Louth Ltd","12372162","Active","01/07/2020","01/07/2020","101 Brackenborough Road LOUTH Lincolnshire LN11 0AX","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"109","EA","ER202020193","Plastic","L","Coveris Winsford Ltd","12372044","Active","31/03/2020","31/03/2020","20 Road One WINSFORD Cheshire CW7 3RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"110","EA","ER202020260","Plastic","S","CPR Manufacturing Limited","04045866","Active","14/10/2020","14/10/2020","51 Dunsford Road ALFRETON Derby DE55 7RH","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"111","EA","ER202020250","Plastic","S","Daly Plastics Ltd","07279081","Active","04/09/2020","27/10/2020","unit 1 bury greater manchester bl2 6rt","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"112","EA","ER202017116","Plastic","S","Derek Lambert Polythene Ltd","1915346","Active","03/02/2020","27/10/2020","derek lambert polythene ltd BINGLEY west yorkshire BD16 2RD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"113","EA","ER202019176","Plastic","L","Desch Plantpak Ltd","00794214","Active","18/03/2020","18/03/2020","Burnham Road MALDON Essex CM9 6NT","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"114","EA","ER202020235","Plastic","S","DJO Waste Recycling Ltd","12253715","Active","07/07/2020","07/07/2020","UNIT 1A, BILSTON KEY INDUSTRIAL ESTATE BILSTON WEST MIDLAND WV14 7DW","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"115","EA","ER202019130","Plastic","L","DLR Holdings Ltd T/A Tradpak","6927416","Active","01/01/2020","01/01/2020","93 Cumberland Street HULL East Yorkshire HU2 0PU","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"116","EA","ER202014152","Plastic","L","Echo Packaging Ltd","02717201","Active","01/01/2020","01/01/2020","Sondes Road CORBY Northamptonshire NN17 5XL","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"117","EA","ER202020198","Plastic","L","Ecoblockcrete Ltd (Leeds)","10417395","Active","08/04/2020","08/04/2020","Prince Edward Works LEEDS West Yorkshire LS90RA","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"118","EA","ER202020189","Plastic","L","Edmonton Poly Bags Ltd","08408593","Active","16/03/2020","16/03/2020","3 KENNINGHALL ROAD LONDON N18 2PD","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
"119","EA","ER202019173","Plastic","S","Elite Plastics Ltd","2465066","Active","01/01/2020","01/01/2020","elite plastics limited HEREFORD herefordshire HR26JR","R3 Recycling/reclamation of organic substances which are not used as solvents (including composting and other biological transformation processes)"
