"","year","variable","material","application","material1","type","forecast_type","method","exogenous_factor","value"
"1555",2031,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17962.46443
"1556",2032,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",17997.62194
"1557",2033,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",18030.19498
"1558",2034,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",18060.27614
"1559",2035,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",18088.03288
"1560",2036,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",18113.93326
"1561",2037,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",18138.47296
"1562",2038,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",18161.8584
"1563",2039,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",18184.23183
"1564",2040,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",18205.67589
"1565",2041,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",18226.09455
"1566",2042,"Placed on market","HDPE","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",18245.37236
"1567",2014,"Placed on market","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",24478.8
"1568",2015,"Placed on market","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",24478.81255
"1569",2016,"Placed on market","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",24919.42324
"1570",2017,"Placed on market","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",24919.42324
"1571",2018,"Placed on market","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",24919.42324
"1572",2019,"Placed on market","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",32523.46104
"1573",2020,"Placed on market","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",41055.94406
"1574",2021,"Placed on market","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",35920.2951
"1575",2022,"Placed on market","HDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",30593.83506
"1576",2023,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",19418.54877
"1577",2024,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21042.0057
"1578",2025,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21169.94341
"1579",2026,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21274.04686
"1580",2027,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21353.95441
"1581",2028,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21409.1438
"1582",2029,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21461.03994
"1583",2030,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21509.62652
"1584",2031,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21554.95731
"1585",2032,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21597.14633
"1586",2033,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21636.23398
"1587",2034,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21672.33136
"1588",2035,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21705.63945
"1589",2036,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21736.71991
"1590",2037,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21766.16755
"1591",2038,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21794.23008
"1592",2039,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21821.0782
"1593",2040,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21846.81107
"1594",2041,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21871.31346
"1595",2042,"Placed on market","HDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",21894.44683
"1596",2014,"Placed on market","PET","Other","Plastic","Outturn","NULL","NULL","NULL",37659.7
"1597",2015,"Placed on market","PET","Other","Plastic","Outturn","NULL","NULL","NULL",37659.71162
"1598",2016,"Placed on market","PET","Other","Plastic","Outturn","NULL","NULL","NULL",38337.57422
"1599",2017,"Placed on market","PET","Other","Plastic","Outturn","NULL","NULL","NULL",38337.57422
"1600",2018,"Placed on market","PET","Other","Plastic","Outturn","NULL","NULL","NULL",38337.57422
"1601",2019,"Placed on market","PET","Other","Plastic","Outturn","NULL","NULL","NULL",42687.04262
"1602",2020,"Placed on market","PET","Other","Plastic","Outturn","NULL","NULL","NULL",47538.46154
"1603",2021,"Placed on market","PET","Other","Plastic","Outturn","NULL","NULL","NULL",52498.89283
"1604",2022,"Placed on market","PET","Other","Plastic","Outturn","NULL","NULL","NULL",57788.35511
"1605",2023,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",25891.39837
"1606",2024,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28056.0076
"1607",2025,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28226.59121
"1608",2026,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28365.39582
"1609",2027,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28471.93922
"1610",2028,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28545.52506
"1611",2029,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28614.71992
"1612",2030,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28679.50203
"1613",2031,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28739.94309
"1614",2032,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28796.19511
"1615",2033,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28848.31197
"1616",2034,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28896.44182
"1617",2035,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28940.8526
"1618",2036,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",28982.29321
"1619",2037,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",29021.55674
"1620",2038,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",29058.97344
"1621",2039,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",29094.77093
"1622",2040,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",29129.08142
"1623",2041,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",29161.75128
"1624",2042,"Placed on market","PET","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",29192.59578
"1625",2014,"littering","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",6100.88
"1626",2015,"littering","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",6064.27472
"1627",2016,"littering","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",6064.49369995472
"1628",2017,"littering","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",6174.30006180027
"1629",2018,"littering","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",6173.6412236292
"1630",2019,"littering","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",6173.64517665822
"1631",2020,"littering","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",6548.95898894005
"1632",2021,"littering","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",6961.82512606636
"1633",2022,"littering","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",7142.2880692436
"1634",2023,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",7344.99088758454
"1635",2024,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",8154.87287067449
"1636",2025,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",8835.47317077595
"1637",2026,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",8885.40771297534
"1638",2027,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",8929.06289372215
"1639",2028,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",8962.53970663767
"1640",2029,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",8985.64102976017
"1641",2030,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9007.41412982144
"1642",2031,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9027.79782322107
"1643",2032,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9046.81518906068
"1644",2033,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9064.51422886564
"1645",2034,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9080.91170662681
"1646",2035,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9096.05443776024
"1647",2036,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9110.02699737344
"1648",2037,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9123.06602201576
"1649",2038,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9135.42123986791
"1650",2039,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9147.19572856079
"1651",2040,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9158.46095362864
"1652",2041,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9169.25835027823
"1653",2042,"littering","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",9179.53902189833
"1654",2014,"Mechanical recycling","PS","Film","Plastic","Outturn","NULL","NULL","NULL",285
"1655",2015,"Mechanical recycling","PS","Film","Plastic","Outturn","NULL","NULL","NULL",285.272335601723
"1656",2016,"Mechanical recycling","PS","Film","Plastic","Outturn","NULL","NULL","NULL",285.180023464223
"1657",2017,"Mechanical recycling","PS","Film","Plastic","Outturn","NULL","NULL","NULL",286.141257782241
"1658",2018,"Mechanical recycling","PS","Film","Plastic","Outturn","NULL","NULL","NULL",311.257362967657
"1659",2019,"Mechanical recycling","PS","Film","Plastic","Outturn","NULL","NULL","NULL",573.944313549491
"1660",2020,"Mechanical recycling","PS","Film","Plastic","Outturn","NULL","NULL","NULL",983.083657760201
"1661",2021,"Mechanical recycling","PS","Film","Plastic","Outturn","NULL","NULL","NULL",1114.10344300509
"1662",2022,"Mechanical recycling","PS","Film","Plastic","Outturn","NULL","NULL","NULL",1550.73948732395
"1663",2023,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1664",2024,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1665",2025,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1666",2026,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1667",2027,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1668",2028,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1669",2029,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1670",2030,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1671",2031,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1672",2032,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1673",2033,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1674",2034,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1675",2035,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1676",2036,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1677",2037,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1678",2038,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1679",2039,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1680",2040,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1681",2041,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1682",2042,"Mechanical recycling","PS","Film","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1683",2014,"littering","PP","Other","Plastic","Outturn","NULL","NULL","NULL",2975.116
"1684",2015,"littering","PP","Other","Plastic","Outturn","NULL","NULL","NULL",2957.265304
"1685",2016,"littering","PP","Other","Plastic","Outturn","NULL","NULL","NULL",2957.3765834413
"1686",2017,"littering","PP","Other","Plastic","Outturn","NULL","NULL","NULL",3010.92410369935
"1687",2018,"littering","PP","Other","Plastic","Outturn","NULL","NULL","NULL",3010.6028185778
"1688",2019,"littering","PP","Other","Plastic","Outturn","NULL","NULL","NULL",3010.60474628853
"1689",2020,"littering","PP","Other","Plastic","Outturn","NULL","NULL","NULL",3213.95531272227
"1690",2021,"littering","PP","Other","Plastic","Outturn","NULL","NULL","NULL",3438.05892532367
"1691",2022,"littering","PP","Other","Plastic","Outturn","NULL","NULL","NULL",4002.44469844806
"1692",2023,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",4599.05373980931
"1693",2024,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2086.86987756114
"1694",2025,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2278.71940113463
"1695",2026,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2291.49929959319
"1696",2027,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2302.75832900244
"1697",2028,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2311.39181922599
"1698",2029,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2317.34952908464
"1699",2030,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2322.96469642549
"1700",2031,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2328.22154382145
"1701",2032,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2333.12602273707
"1702",2033,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2337.69051106358
"1703",2034,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2341.91933453362
"1704",2035,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2345.8245659928
"1705",2036,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2349.42801540404
"1706",2037,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2352.79071070758
"1707",2038,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2355.97705613575
"1708",2039,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2359.01363526319
"1709",2040,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2361.91887778842
"1710",2041,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2364.70346953327
"1711",2042,"littering","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",2367.3547999828
"1712",2014,"Mechanical recycling","PP","Other","Plastic","Outturn","NULL","NULL","NULL",11290
"1713",2015,"Mechanical recycling","PP","Other","Plastic","Outturn","NULL","NULL","NULL",11290.854861
"1714",2016,"Mechanical recycling","PP","Other","Plastic","Outturn","NULL","NULL","NULL",10708.8642562212
"1715",2017,"Mechanical recycling","PP","Other","Plastic","Outturn","NULL","NULL","NULL",9845.36703865826
"1716",2018,"Mechanical recycling","PP","Other","Plastic","Outturn","NULL","NULL","NULL",11751.7375760068
"1717",2019,"Mechanical recycling","PP","Other","Plastic","Outturn","NULL","NULL","NULL",12973.8983395503
"1718",2020,"Mechanical recycling","PP","Other","Plastic","Outturn","NULL","NULL","NULL",13406.3266987018
"1719",2021,"Mechanical recycling","PP","Other","Plastic","Outturn","NULL","NULL","NULL",12571.0745458732
"1720",2022,"Mechanical recycling","PP","Other","Plastic","Outturn","NULL","NULL","NULL",21349.5977880009
"1721",2023,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",22497.4313542835
"1722",2024,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",20294.6105104869
"1723",2025,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",23518.1185152887
"1724",2026,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",27366.3535220296
"1725",2027,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",31447.6694489229
"1726",2028,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",14383.8960909774
"1727",2029,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15586.5034356196
"1728",2030,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15680.6499158157
"1729",2031,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15757.8004454916
"1730",2032,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15816.9896778554
"1731",2033,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15857.8700725936
"1732",2034,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15896.3105873829
"1733",2035,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15932.2991154823
"1734",2036,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15965.8760670292
"1735",2037,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",15997.1258808054
"1736",2038,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",16026.0784877428
"1737",2039,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",16052.8161887809
"1738",2040,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",16077.4878324495
"1739",2041,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",16100.5094332815
"1740",2042,"Mechanical recycling","PP","Other","Plastic","Projection","linear model, time-series components","Ratio-based","Population",16122.3215748642
"1741",2014,"Mechanical recycling","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",23320
"1742",2015,"Mechanical recycling","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",23320.91502
"1743",2016,"Mechanical recycling","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",21927.2773652252
"1744",2017,"Mechanical recycling","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",20189.4128238205
"1745",2018,"Mechanical recycling","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",24098.5372977708
"1746",2019,"Mechanical recycling","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",26604.7431168316
"1747",2020,"Mechanical recycling","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",27491.4547576698
"1748",2021,"Mechanical recycling","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",25778.6591997384
"1749",2022,"Mechanical recycling","PP","PTT","Plastic","Outturn","NULL","NULL","NULL",43780.187874205
"1750",2023,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46133.9731623011
"1751",2024,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",41355.0642014488
"1752",2025,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47624.2089992205
"1753",2026,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48868.6878917276
"1754",2027,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",50254.9705311916
"1755",2028,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",55772.2301160047
"1756",2029,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",60434.8816584851
"1757",2030,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",60802.5200086545
"1758",2031,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",61101.6750966824
"1759",2032,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",61331.1844607088
"1760",2033,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",61489.7002720419
"1761",2034,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",61638.7553443842
"1762",2035,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",61778.3026943519
"1763",2036,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",61908.4990276456
"1764",2037,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",62029.6717982626
"1765",2038,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",62141.9370021726
"1766",2039,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",62245.6137810163
"1767",2040,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",62341.2793425408
"1768",2041,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",62430.5467882194
"1769",2042,"Mechanical recycling","PP","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",62515.124486179
"1770",2014,"littering","LDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1771",2015,"littering","LDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1772",2016,"littering","LDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1773",2017,"littering","LDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1774",2018,"littering","LDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1775",2019,"littering","LDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1776",2020,"littering","LDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1777",2021,"littering","LDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",0
"1778",2022,"littering","LDPE","Bottle","Plastic","Outturn","NULL","NULL","NULL",22.104796984
"1779",2023,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",45.191571298096
"1780",2024,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",42.8811811722114
"1781",2025,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46.5027255929667
"1782",2026,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46.7653023264422
"1783",2027,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",46.9950678660413
"1784",2028,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.1712616328038
"1785",2029,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.2928475502032
"1786",2030,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.4074427946988
"1787",2031,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.5147253832318
"1788",2032,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.6148168077006
"1789",2033,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.7079696191538
"1790",2034,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.7942721422851
"1791",2035,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.8739707271463
"1792",2036,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",47.9475105356371
"1793",2037,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.0161369367862
"1794",2038,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.0811644183793
"1795",2039,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.1431354134897
"1796",2040,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.2024260675191
"1797",2041,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.2592544835949
"1798",2042,"littering","LDPE","Bottle","Plastic","Projection","linear model, time-series components","Ratio-based","Population",48.3133632730984
"1799",2014,"littering","LDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",37.65972
"1800",2015,"littering","LDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",37.43376168
"1801",2016,"littering","LDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",37.4351464836817
"1802",2017,"littering","LDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",38.1129633370979
"1803",2018,"littering","LDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",38.1088964359774
"1804",2019,"littering","LDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",38.1089208373841
"1805",2020,"littering","LDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",40.4256727949757
"1806",2021,"littering","LDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",42.9742291632301
"1807",2022,"littering","LDPE","PTT","Plastic","Outturn","NULL","NULL","NULL",486.047688225021
"1808",2023,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",948.89191587065
"1809",2024,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1810",2025,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0.0341601089713424
"1811",2026,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
"1812",2027,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0.00000122976392296831
"1813",2028,"littering","LDPE","PTT","Plastic","Projection","linear model, time-series components","Ratio-based","Population",0
