variable,year,forecast_type,level,total,method,exogenous_factor,material1,application,material,domestic_production,net_imports,,
Placed on market,2030,"linear model, time-series components",Mid,142502.2178,Ratio-based,Population,Plastic,Film,pp,71251.1089,71251.1089,,
Placed on market,2030,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2030,"linear model, time-series components",Mid,9579.981028,Ratio-based,Population,Plastic,Film,pvc,4789.990514,4789.990514,,
Placed on market,2030,"linear model, time-series components",Mid,17962.46443,Ratio-based,Population,Plastic,Other,hdpe,8981.232214,8981.232214,,
Placed on market,2030,"linear model, time-series components",Mid,4789.990514,Ratio-based,Population,Plastic,Other,ldpe,2394.995257,2394.995257,,
Placed on market,2030,"linear model, time-series components",Mid,11974.97629,Ratio-based,Population,Plastic,Other,other,5987.488143,5987.488143,,
Placed on market,2030,"linear model, time-series components",Mid,8382.4834,Ratio-based,Population,Plastic,Other,pe,4191.2417,4191.2417,,
Placed on market,2030,"linear model, time-series components",Mid,28739.94309,Ratio-based,Population,Plastic,Other,pet,14369.97154,14369.97154,,
Placed on market,2030,"linear model, time-series components",Mid,58677.3838,Ratio-based,Population,Plastic,Other,pp,29338.6919,29338.6919,,
Placed on market,2030,"linear model, time-series components",Mid,15567.46917,Ratio-based,Population,Plastic,Other,ps,7783.734586,7783.734586,,
Placed on market,2030,"linear model, time-series components",Mid,1197.497629,Ratio-based,Population,Plastic,Other,pvc,598.7488143,598.7488143,,
Placed on market,2030,"linear model, time-series components",Mid,21554.95731,Ratio-based,Population,Plastic,PTT,hdpe,10777.47866,10777.47866,,
Placed on market,2030,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2030,"linear model, time-series components",Mid,5987.488143,Ratio-based,Population,Plastic,PTT,other,2993.744071,2993.744071,,
Placed on market,2030,"linear model, time-series components",Mid,2394.995257,Ratio-based,Population,Plastic,PTT,pe,1197.497629,1197.497629,,
Placed on market,2030,"linear model, time-series components",Mid,277819.4498,Ratio-based,Population,Plastic,PTT,pet,138909.7249,138909.7249,,
Placed on market,2030,"linear model, time-series components",Mid,227524.5494,Ratio-based,Population,Plastic,PTT,pp,113762.2747,113762.2747,,
Placed on market,2030,"linear model, time-series components",Mid,40714.91937,Ratio-based,Population,Plastic,PTT,ps,20357.45969,20357.45969,,
Placed on market,2030,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2031,"linear model, time-series components",Mid,430743.0852,Ratio-based,Population,Plastic,Bottle,hdpe,215371.5426,215371.5426,,
Placed on market,2031,"linear model, time-series components",Mid,1199.841463,Ratio-based,Population,Plastic,Bottle,ldpe,599.9207315,599.9207315,,
Placed on market,2031,"linear model, time-series components",Mid,1199.841463,Ratio-based,Population,Plastic,Bottle,other,599.9207315,599.9207315,,
Placed on market,2031,"linear model, time-series components",Mid,1199.841463,Ratio-based,Population,Plastic,Bottle,pe,599.9207315,599.9207315,,
Placed on market,2031,"linear model, time-series components",Mid,481136.4266,Ratio-based,Population,Plastic,Bottle,pet,240568.2133,240568.2133,,
Placed on market,2031,"linear model, time-series components",Mid,7199.048778,Ratio-based,Population,Plastic,Bottle,pp,3599.524389,3599.524389,,
Placed on market,2031,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2031,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2031,"linear model, time-series components",Mid,22796.9878,Ratio-based,Population,Plastic,Film,hdpe,11398.4939,11398.4939,,
Placed on market,2031,"linear model, time-series components",Mid,367151.4877,Ratio-based,Population,Plastic,Film,ldpe,183575.7438,183575.7438,,
Placed on market,2031,"linear model, time-series components",Mid,98386.99996,Ratio-based,Population,Plastic,Film,other,49193.49998,49193.49998,,
Placed on market,2031,"linear model, time-series components",Mid,169177.6463,Ratio-based,Population,Plastic,Film,pe,84588.82314,84588.82314,,
Placed on market,2031,"linear model, time-series components",Mid,39594.76828,Ratio-based,Population,Plastic,Film,pet,19797.38414,19797.38414,,
Placed on market,2031,"linear model, time-series components",Mid,142781.1341,Ratio-based,Population,Plastic,Film,pp,71390.56704,71390.56704,,
Placed on market,2031,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2031,"linear model, time-series components",Mid,9598.731703,Ratio-based,Population,Plastic,Film,pvc,4799.365852,4799.365852,,
Placed on market,2031,"linear model, time-series components",Mid,17997.62194,Ratio-based,Population,Plastic,Other,hdpe,8998.810972,8998.810972,,
Placed on market,2031,"linear model, time-series components",Mid,4799.365852,Ratio-based,Population,Plastic,Other,ldpe,2399.682926,2399.682926,,
Placed on market,2031,"linear model, time-series components",Mid,11998.41463,Ratio-based,Population,Plastic,Other,other,5999.207315,5999.207315,,
Placed on market,2031,"linear model, time-series components",Mid,8398.89024,Ratio-based,Population,Plastic,Other,pe,4199.44512,4199.44512,,
Placed on market,2031,"linear model, time-series components",Mid,28796.19511,Ratio-based,Population,Plastic,Other,pet,14398.09756,14398.09756,,
Placed on market,2031,"linear model, time-series components",Mid,58792.23168,Ratio-based,Population,Plastic,Other,pp,29396.11584,29396.11584,,
Placed on market,2031,"linear model, time-series components",Mid,15597.93902,Ratio-based,Population,Plastic,Other,ps,7798.969509,7798.969509,,
Placed on market,2031,"linear model, time-series components",Mid,1199.841463,Ratio-based,Population,Plastic,Other,pvc,599.9207315,599.9207315,,
Placed on market,2031,"linear model, time-series components",Mid,21597.14633,Ratio-based,Population,Plastic,PTT,hdpe,10798.57317,10798.57317,,
Placed on market,2031,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2031,"linear model, time-series components",Mid,5999.207315,Ratio-based,Population,Plastic,PTT,other,2999.603657,2999.603657,,
Placed on market,2031,"linear model, time-series components",Mid,2399.682926,Ratio-based,Population,Plastic,PTT,pe,1199.841463,1199.841463,,
Placed on market,2031,"linear model, time-series components",Mid,278363.2194,Ratio-based,Population,Plastic,PTT,pet,139181.6097,139181.6097,,
Placed on market,2031,"linear model, time-series components",Mid,227969.878,Ratio-based,Population,Plastic,PTT,pp,113984.939,113984.939,,
Placed on market,2031,"linear model, time-series components",Mid,40794.60974,Ratio-based,Population,Plastic,PTT,ps,20397.30487,20397.30487,,
Placed on market,2031,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2032,"linear model, time-series components",Mid,431522.6666,Ratio-based,Population,Plastic,Bottle,hdpe,215761.3333,215761.3333,,
Placed on market,2032,"linear model, time-series components",Mid,1202.012999,Ratio-based,Population,Plastic,Bottle,ldpe,601.0064994,601.0064994,,
Placed on market,2032,"linear model, time-series components",Mid,1202.012999,Ratio-based,Population,Plastic,Bottle,other,601.0064994,601.0064994,,
Placed on market,2032,"linear model, time-series components",Mid,1202.012999,Ratio-based,Population,Plastic,Bottle,pe,601.0064994,601.0064994,,
Placed on market,2032,"linear model, time-series components",Mid,482007.2125,Ratio-based,Population,Plastic,Bottle,pet,241003.6063,241003.6063,,
Placed on market,2032,"linear model, time-series components",Mid,7212.077993,Ratio-based,Population,Plastic,Bottle,pp,3606.038997,3606.038997,,
Placed on market,2032,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2032,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2032,"linear model, time-series components",Mid,22838.24698,Ratio-based,Population,Plastic,Film,hdpe,11419.12349,11419.12349,,
Placed on market,2032,"linear model, time-series components",Mid,367815.9776,Ratio-based,Population,Plastic,Film,ldpe,183907.9888,183907.9888,,
Placed on market,2032,"linear model, time-series components",Mid,98565.06591,Ratio-based,Population,Plastic,Film,other,49282.53295,49282.53295,,
Placed on market,2032,"linear model, time-series components",Mid,169483.8328,Ratio-based,Population,Plastic,Film,pe,84741.91642,84741.91642,,
Placed on market,2032,"linear model, time-series components",Mid,39666.42896,Ratio-based,Population,Plastic,Film,pet,19833.21448,19833.21448,,
Placed on market,2032,"linear model, time-series components",Mid,143039.5469,Ratio-based,Population,Plastic,Film,pp,71519.77343,71519.77343,,
Placed on market,2032,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2032,"linear model, time-series components",Mid,9616.103991,Ratio-based,Population,Plastic,Film,pvc,4808.051995,4808.051995,,
Placed on market,2032,"linear model, time-series components",Mid,18030.19498,Ratio-based,Population,Plastic,Other,hdpe,9015.097491,9015.097491,,
Placed on market,2032,"linear model, time-series components",Mid,4808.051995,Ratio-based,Population,Plastic,Other,ldpe,2404.025998,2404.025998,,
Placed on market,2032,"linear model, time-series components",Mid,12020.12999,Ratio-based,Population,Plastic,Other,other,6010.064994,6010.064994,,
Placed on market,2032,"linear model, time-series components",Mid,8414.090992,Ratio-based,Population,Plastic,Other,pe,4207.045496,4207.045496,,
Placed on market,2032,"linear model, time-series components",Mid,28848.31197,Ratio-based,Population,Plastic,Other,pet,14424.15599,14424.15599,,
Placed on market,2032,"linear model, time-series components",Mid,58898.63694,Ratio-based,Population,Plastic,Other,pp,29449.31847,29449.31847,,
Placed on market,2032,"linear model, time-series components",Mid,15626.16898,Ratio-based,Population,Plastic,Other,ps,7813.084492,7813.084492,,
Placed on market,2032,"linear model, time-series components",Mid,1202.012999,Ratio-based,Population,Plastic,Other,pvc,601.0064994,601.0064994,,
Placed on market,2032,"linear model, time-series components",Mid,21636.23398,Ratio-based,Population,Plastic,PTT,hdpe,10818.11699,10818.11699,,
Placed on market,2032,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2032,"linear model, time-series components",Mid,6010.064994,Ratio-based,Population,Plastic,PTT,other,3005.032497,3005.032497,,
Placed on market,2032,"linear model, time-series components",Mid,2404.025998,Ratio-based,Population,Plastic,PTT,pe,1202.012999,1202.012999,,
Placed on market,2032,"linear model, time-series components",Mid,278867.0157,Ratio-based,Population,Plastic,PTT,pet,139433.5079,139433.5079,,
Placed on market,2032,"linear model, time-series components",Mid,228382.4698,Ratio-based,Population,Plastic,PTT,pp,114191.2349,114191.2349,,
Placed on market,2032,"linear model, time-series components",Mid,40868.44196,Ratio-based,Population,Plastic,PTT,ps,20434.22098,20434.22098,,
Placed on market,2032,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2033,"linear model, time-series components",Mid,432242.6089,Ratio-based,Population,Plastic,Bottle,hdpe,216121.3044,216121.3044,,
Placed on market,2033,"linear model, time-series components",Mid,1204.018409,Ratio-based,Population,Plastic,Bottle,ldpe,602.0092045,602.0092045,,
Placed on market,2033,"linear model, time-series components",Mid,1204.018409,Ratio-based,Population,Plastic,Bottle,other,602.0092045,602.0092045,,
Placed on market,2033,"linear model, time-series components",Mid,1204.018409,Ratio-based,Population,Plastic,Bottle,pe,602.0092045,602.0092045,,
Placed on market,2033,"linear model, time-series components",Mid,482811.382,Ratio-based,Population,Plastic,Bottle,pet,241405.691,241405.691,,
Placed on market,2033,"linear model, time-series components",Mid,7224.110455,Ratio-based,Population,Plastic,Bottle,pp,3612.055227,3612.055227,,
Placed on market,2033,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2033,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2033,"linear model, time-series components",Mid,22876.34977,Ratio-based,Population,Plastic,Film,hdpe,11438.17489,11438.17489,,
Placed on market,2033,"linear model, time-series components",Mid,368429.6332,Ratio-based,Population,Plastic,Film,ldpe,184214.8166,184214.8166,,
Placed on market,2033,"linear model, time-series components",Mid,98729.50955,Ratio-based,Population,Plastic,Film,other,49364.75477,49364.75477,,
Placed on market,2033,"linear model, time-series components",Mid,169766.5957,Ratio-based,Population,Plastic,Film,pe,84883.29784,84883.29784,,
Placed on market,2033,"linear model, time-series components",Mid,39732.6075,Ratio-based,Population,Plastic,Film,pet,19866.30375,19866.30375,,
Placed on market,2033,"linear model, time-series components",Mid,143278.1907,Ratio-based,Population,Plastic,Film,pp,71639.09534,71639.09534,,
Placed on market,2033,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2033,"linear model, time-series components",Mid,9632.147273,Ratio-based,Population,Plastic,Film,pvc,4816.073636,4816.073636,,
Placed on market,2033,"linear model, time-series components",Mid,18060.27614,Ratio-based,Population,Plastic,Other,hdpe,9030.138068,9030.138068,,
Placed on market,2033,"linear model, time-series components",Mid,4816.073636,Ratio-based,Population,Plastic,Other,ldpe,2408.036818,2408.036818,,
Placed on market,2033,"linear model, time-series components",Mid,12040.18409,Ratio-based,Population,Plastic,Other,other,6020.092045,6020.092045,,
Placed on market,2033,"linear model, time-series components",Mid,8428.128864,Ratio-based,Population,Plastic,Other,pe,4214.064432,4214.064432,,
Placed on market,2033,"linear model, time-series components",Mid,28896.44182,Ratio-based,Population,Plastic,Other,pet,14448.22091,14448.22091,,
Placed on market,2033,"linear model, time-series components",Mid,58996.90205,Ratio-based,Population,Plastic,Other,pp,29498.45102,29498.45102,,
Placed on market,2033,"linear model, time-series components",Mid,15652.23932,Ratio-based,Population,Plastic,Other,ps,7826.119659,7826.119659,,
Placed on market,2033,"linear model, time-series components",Mid,1204.018409,Ratio-based,Population,Plastic,Other,pvc,602.0092045,602.0092045,,
Placed on market,2033,"linear model, time-series components",Mid,21672.33136,Ratio-based,Population,Plastic,PTT,hdpe,10836.16568,10836.16568,,
Placed on market,2033,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2033,"linear model, time-series components",Mid,6020.092045,Ratio-based,Population,Plastic,PTT,other,3010.046023,3010.046023,,
Placed on market,2033,"linear model, time-series components",Mid,2408.036818,Ratio-based,Population,Plastic,PTT,pe,1204.018409,1204.018409,,
Placed on market,2033,"linear model, time-series components",Mid,279332.2709,Ratio-based,Population,Plastic,PTT,pet,139666.1355,139666.1355,,
Placed on market,2033,"linear model, time-series components",Mid,228763.4977,Ratio-based,Population,Plastic,PTT,pp,114381.7489,114381.7489,,
Placed on market,2033,"linear model, time-series components",Mid,40936.62591,Ratio-based,Population,Plastic,PTT,ps,20468.31295,20468.31295,,
Placed on market,2033,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2034,"linear model, time-series components",Mid,432906.9202,Ratio-based,Population,Plastic,Bottle,hdpe,216453.4601,216453.4601,,
Placed on market,2034,"linear model, time-series components",Mid,1205.868859,Ratio-based,Population,Plastic,Bottle,ldpe,602.9344293,602.9344293,,
Placed on market,2034,"linear model, time-series components",Mid,1205.868859,Ratio-based,Population,Plastic,Bottle,other,602.9344293,602.9344293,,
Placed on market,2034,"linear model, time-series components",Mid,1205.868859,Ratio-based,Population,Plastic,Bottle,pe,602.9344293,602.9344293,,
Placed on market,2034,"linear model, time-series components",Mid,483553.4123,Ratio-based,Population,Plastic,Bottle,pet,241776.7061,241776.7061,,
Placed on market,2034,"linear model, time-series components",Mid,7235.213151,Ratio-based,Population,Plastic,Bottle,pp,3617.606576,3617.606576,,
Placed on market,2034,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2034,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2034,"linear model, time-series components",Mid,22911.50831,Ratio-based,Population,Plastic,Film,hdpe,11455.75416,11455.75416,,
Placed on market,2034,"linear model, time-series components",Mid,368995.8707,Ratio-based,Population,Plastic,Film,ldpe,184497.9354,184497.9354,,
Placed on market,2034,"linear model, time-series components",Mid,98881.2464,Ratio-based,Population,Plastic,Film,other,49440.6232,49440.6232,,
Placed on market,2034,"linear model, time-series components",Mid,170027.5091,Ratio-based,Population,Plastic,Film,pe,85013.75453,85013.75453,,
Placed on market,2034,"linear model, time-series components",Mid,39793.67233,Ratio-based,Population,Plastic,Film,pet,19896.83617,19896.83617,,
Placed on market,2034,"linear model, time-series components",Mid,143498.3942,Ratio-based,Population,Plastic,Film,pp,71749.19708,71749.19708,,
Placed on market,2034,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2034,"linear model, time-series components",Mid,9646.950868,Ratio-based,Population,Plastic,Film,pvc,4823.475434,4823.475434,,
Placed on market,2034,"linear model, time-series components",Mid,18088.03288,Ratio-based,Population,Plastic,Other,hdpe,9044.016439,9044.016439,,
Placed on market,2034,"linear model, time-series components",Mid,4823.475434,Ratio-based,Population,Plastic,Other,ldpe,2411.737717,2411.737717,,
Placed on market,2034,"linear model, time-series components",Mid,12058.68859,Ratio-based,Population,Plastic,Other,other,6029.344293,6029.344293,,
Placed on market,2034,"linear model, time-series components",Mid,8441.08201,Ratio-based,Population,Plastic,Other,pe,4220.541005,4220.541005,,
Placed on market,2034,"linear model, time-series components",Mid,28940.8526,Ratio-based,Population,Plastic,Other,pet,14470.4263,14470.4263,,
Placed on market,2034,"linear model, time-series components",Mid,59087.57407,Ratio-based,Population,Plastic,Other,pp,29543.78703,29543.78703,,
Placed on market,2034,"linear model, time-series components",Mid,15676.29516,Ratio-based,Population,Plastic,Other,ps,7838.14758,7838.14758,,
Placed on market,2034,"linear model, time-series components",Mid,1205.868859,Ratio-based,Population,Plastic,Other,pvc,602.9344293,602.9344293,,
Placed on market,2034,"linear model, time-series components",Mid,21705.63945,Ratio-based,Population,Plastic,PTT,hdpe,10852.81973,10852.81973,,
Placed on market,2034,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2034,"linear model, time-series components",Mid,6029.344293,Ratio-based,Population,Plastic,PTT,other,3014.672146,3014.672146,,
Placed on market,2034,"linear model, time-series components",Mid,2411.737717,Ratio-based,Population,Plastic,PTT,pe,1205.868859,1205.868859,,
Placed on market,2034,"linear model, time-series components",Mid,279761.5752,Ratio-based,Population,Plastic,PTT,pet,139880.7876,139880.7876,,
Placed on market,2034,"linear model, time-series components",Mid,229115.0831,Ratio-based,Population,Plastic,PTT,pp,114557.5416,114557.5416,,
Placed on market,2034,"linear model, time-series components",Mid,40999.54119,Ratio-based,Population,Plastic,PTT,ps,20499.77059,20499.77059,,
Placed on market,2034,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2035,"linear model, time-series components",Mid,433526.8026,Ratio-based,Population,Plastic,Bottle,hdpe,216763.4013,216763.4013,,
Placed on market,2035,"linear model, time-series components",Mid,1207.59555,Ratio-based,Population,Plastic,Bottle,ldpe,603.7977752,603.7977752,,
Placed on market,2035,"linear model, time-series components",Mid,1207.59555,Ratio-based,Population,Plastic,Bottle,other,603.7977752,603.7977752,,
Placed on market,2035,"linear model, time-series components",Mid,1207.59555,Ratio-based,Population,Plastic,Bottle,pe,603.7977752,603.7977752,,
Placed on market,2035,"linear model, time-series components",Mid,484245.8158,Ratio-based,Population,Plastic,Bottle,pet,242122.9079,242122.9079,,
Placed on market,2035,"linear model, time-series components",Mid,7245.573303,Ratio-based,Population,Plastic,Bottle,pp,3622.786651,3622.786651,,
Placed on market,2035,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2035,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2035,"linear model, time-series components",Mid,22944.31546,Ratio-based,Population,Plastic,Film,hdpe,11472.15773,11472.15773,,
Placed on market,2035,"linear model, time-series components",Mid,369524.2385,Ratio-based,Population,Plastic,Film,ldpe,184762.1192,184762.1192,,
Placed on market,2035,"linear model, time-series components",Mid,99022.83514,Ratio-based,Population,Plastic,Film,other,49511.41757,49511.41757,,
Placed on market,2035,"linear model, time-series components",Mid,170270.9726,Ratio-based,Population,Plastic,Film,pe,85135.48631,85135.48631,,
Placed on market,2035,"linear model, time-series components",Mid,39850.65317,Ratio-based,Population,Plastic,Film,pet,19925.32658,19925.32658,,
Placed on market,2035,"linear model, time-series components",Mid,143703.8705,Ratio-based,Population,Plastic,Film,pp,71851.93525,71851.93525,,
Placed on market,2035,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2035,"linear model, time-series components",Mid,9660.764404,Ratio-based,Population,Plastic,Film,pvc,4830.382202,4830.382202,,
Placed on market,2035,"linear model, time-series components",Mid,18113.93326,Ratio-based,Population,Plastic,Other,hdpe,9056.966629,9056.966629,,
Placed on market,2035,"linear model, time-series components",Mid,4830.382202,Ratio-based,Population,Plastic,Other,ldpe,2415.191101,2415.191101,,
Placed on market,2035,"linear model, time-series components",Mid,12075.9555,Ratio-based,Population,Plastic,Other,other,6037.977752,6037.977752,,
Placed on market,2035,"linear model, time-series components",Mid,8453.168853,Ratio-based,Population,Plastic,Other,pe,4226.584427,4226.584427,,
Placed on market,2035,"linear model, time-series components",Mid,28982.29321,Ratio-based,Population,Plastic,Other,pet,14491.14661,14491.14661,,
Placed on market,2035,"linear model, time-series components",Mid,59172.18197,Ratio-based,Population,Plastic,Other,pp,29586.09099,29586.09099,,
Placed on market,2035,"linear model, time-series components",Mid,15698.74216,Ratio-based,Population,Plastic,Other,ps,7849.371078,7849.371078,,
Placed on market,2035,"linear model, time-series components",Mid,1207.59555,Ratio-based,Population,Plastic,Other,pvc,603.7977752,603.7977752,,
Placed on market,2035,"linear model, time-series components",Mid,21736.71991,Ratio-based,Population,Plastic,PTT,hdpe,10868.35995,10868.35995,,
Placed on market,2035,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2035,"linear model, time-series components",Mid,6037.977752,Ratio-based,Population,Plastic,PTT,other,3018.988876,3018.988876,,
Placed on market,2035,"linear model, time-series components",Mid,2415.191101,Ratio-based,Population,Plastic,PTT,pe,1207.59555,1207.59555,,
Placed on market,2035,"linear model, time-series components",Mid,280162.1677,Ratio-based,Population,Plastic,PTT,pet,140081.0839,140081.0839,,
Placed on market,2035,"linear model, time-series components",Mid,229443.1546,Ratio-based,Population,Plastic,PTT,pp,114721.5773,114721.5773,,
Placed on market,2035,"linear model, time-series components",Mid,41058.24872,Ratio-based,Population,Plastic,PTT,ps,20529.12436,20529.12436,,
Placed on market,2035,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2036,"linear model, time-series components",Mid,434114.1196,Ratio-based,Population,Plastic,Bottle,hdpe,217057.0598,217057.0598,,
Placed on market,2036,"linear model, time-series components",Mid,1209.231531,Ratio-based,Population,Plastic,Bottle,ldpe,604.6157654,604.6157654,,
Placed on market,2036,"linear model, time-series components",Mid,1209.231531,Ratio-based,Population,Plastic,Bottle,other,604.6157654,604.6157654,,
Placed on market,2036,"linear model, time-series components",Mid,1209.231531,Ratio-based,Population,Plastic,Bottle,pe,604.6157654,604.6157654,,
Placed on market,2036,"linear model, time-series components",Mid,484901.8439,Ratio-based,Population,Plastic,Bottle,pet,242450.9219,242450.9219,,
Placed on market,2036,"linear model, time-series components",Mid,7255.389185,Ratio-based,Population,Plastic,Bottle,pp,3627.694592,3627.694592,,
Placed on market,2036,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2036,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2036,"linear model, time-series components",Mid,22975.39909,Ratio-based,Population,Plastic,Film,hdpe,11487.69954,11487.69954,,
Placed on market,2036,"linear model, time-series components",Mid,370024.8484,Ratio-based,Population,Plastic,Film,ldpe,185012.4242,185012.4242,,
Placed on market,2036,"linear model, time-series components",Mid,99156.98553,Ratio-based,Population,Plastic,Film,other,49578.49276,49578.49276,,
Placed on market,2036,"linear model, time-series components",Mid,170501.6458,Ratio-based,Population,Plastic,Film,pe,85250.82292,85250.82292,,
Placed on market,2036,"linear model, time-series components",Mid,39904.64052,Ratio-based,Population,Plastic,Film,pet,19952.32026,19952.32026,,
Placed on market,2036,"linear model, time-series components",Mid,143898.5522,Ratio-based,Population,Plastic,Film,pp,71949.27608,71949.27608,,
Placed on market,2036,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Film,ps,0,0,,
Placed on market,2036,"linear model, time-series components",Mid,9673.852247,Ratio-based,Population,Plastic,Film,pvc,4836.926123,4836.926123,,
Placed on market,2036,"linear model, time-series components",Mid,18138.47296,Ratio-based,Population,Plastic,Other,hdpe,9069.236481,9069.236481,,
Placed on market,2036,"linear model, time-series components",Mid,4836.926123,Ratio-based,Population,Plastic,Other,ldpe,2418.463062,2418.463062,,
Placed on market,2036,"linear model, time-series components",Mid,12092.31531,Ratio-based,Population,Plastic,Other,other,6046.157654,6046.157654,,
Placed on market,2036,"linear model, time-series components",Mid,8464.620716,Ratio-based,Population,Plastic,Other,pe,4232.310358,4232.310358,,
Placed on market,2036,"linear model, time-series components",Mid,29021.55674,Ratio-based,Population,Plastic,Other,pet,14510.77837,14510.77837,,
Placed on market,2036,"linear model, time-series components",Mid,59252.34501,Ratio-based,Population,Plastic,Other,pp,29626.17251,29626.17251,,
Placed on market,2036,"linear model, time-series components",Mid,15720.0099,Ratio-based,Population,Plastic,Other,ps,7860.00495,7860.00495,,
Placed on market,2036,"linear model, time-series components",Mid,1209.231531,Ratio-based,Population,Plastic,Other,pvc,604.6157654,604.6157654,,
Placed on market,2036,"linear model, time-series components",Mid,21766.16755,Ratio-based,Population,Plastic,PTT,hdpe,10883.08378,10883.08378,,
Placed on market,2036,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,ldpe,0,0,,
Placed on market,2036,"linear model, time-series components",Mid,6046.157654,Ratio-based,Population,Plastic,PTT,other,3023.078827,3023.078827,,
Placed on market,2036,"linear model, time-series components",Mid,2418.463062,Ratio-based,Population,Plastic,PTT,pe,1209.231531,1209.231531,,
Placed on market,2036,"linear model, time-series components",Mid,280541.7152,Ratio-based,Population,Plastic,PTT,pet,140270.8576,140270.8576,,
Placed on market,2036,"linear model, time-series components",Mid,229753.9909,Ratio-based,Population,Plastic,PTT,pp,114876.9954,114876.9954,,
Placed on market,2036,"linear model, time-series components",Mid,41113.87205,Ratio-based,Population,Plastic,PTT,ps,20556.93602,20556.93602,,
Placed on market,2036,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,PTT,pvc,0,0,,
Placed on market,2037,"linear model, time-series components",Mid,434673.8111,Ratio-based,Population,Plastic,Bottle,hdpe,217336.9055,217336.9055,,
Placed on market,2037,"linear model, time-series components",Mid,1210.79056,Ratio-based,Population,Plastic,Bottle,ldpe,605.39528,605.39528,,
Placed on market,2037,"linear model, time-series components",Mid,1210.79056,Ratio-based,Population,Plastic,Bottle,other,605.39528,605.39528,,
Placed on market,2037,"linear model, time-series components",Mid,1210.79056,Ratio-based,Population,Plastic,Bottle,pe,605.39528,605.39528,,
Placed on market,2037,"linear model, time-series components",Mid,485527.0146,Ratio-based,Population,Plastic,Bottle,pet,242763.5073,242763.5073,,
Placed on market,2037,"linear model, time-series components",Mid,7264.74336,Ratio-based,Population,Plastic,Bottle,pp,3632.37168,3632.37168,,
Placed on market,2037,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,ps,0,0,,
Placed on market,2037,"linear model, time-series components",Mid,0,Ratio-based,Population,Plastic,Bottle,pvc,0,0,,
Placed on market,2037,"linear model, time-series components",Mid,23005.02064,Ratio-based,Population,Plastic,Film,hdpe,11502.51032,11502.51032,,
